id,name,normalised_name,aliases
1aa80a87-476b-3e26-b221-76a7210e0af7,Ell/Nikki,ell-nikki,{'Ell/Nikki'}
1ad98764-6640-3207-9608-c4bbfeaeaaa4,Paulo Pereira,paulo-pereira,{'Paulo Pereira'}
1b173bc4-4a43-3127-8766-4f103d8db045,Daniel Moyne,daniel-moyne,{'Daniel Moyne'}
1b392674-a195-3166-ac2c-c6ff6e0b6a4c,Claes Andreasson,claes-andreasson,{'Claes Andreasson'}
1b62df1b-b8e4-3280-a10e-21e0103bd761,Ruslan Kvinta,ruslan-kvinta,{'Ruslan Kvinta'}
1c079233-ea63-35e8-a41d-ec46d454a6c4,Teräsbetoni,terasbetoni,{'Teräsbetoni'}
1f12598a-fe7e-312d-bbc2-adaf6f2ec43a,Philip Kirkorov,philip-kirkorov,{'Philip Kirkorov'}
1f1c027e-50b0-3a68-9699-6244c0c5fba5,Cameron Giles-Webb,cameron-giles-webb,{'Cameron Giles-Webb'}
1f69083d-917f-3ac5-bff3-523e043515e6,Shai Kerem,shai-kerem,{'Shai Kerem'}
1fbb1d75-e0a6-3c59-89fa-9648e70b8d38,Mor ve Ötesi,mor-ve-otesi,{'Mor ve Ötesi'}
20075139-fe2c-35e8-ab1d-d74b212c9cb4,Safura,safura,{'Safura'}
20b411b9-5b59-3073-85b2-9c39877f8558,Ani Lorak,ani-lorak,{'Ani Lorak'}
210adfd3-965e-343b-b5c0-869fdff661ce,Blue,blue,{'Blue'}
218c4788-a998-3e90-b180-ff07d5f1f11d,Daris Mangal,daris-mangal,{'Daris Mangal'}
21d31947-2649-3327-8e83-9e3577b11d8f,Monica Birkenes,monica-birkenes,{'Monica Birkenes'}
232fec2e-188a-366c-b8e9-f793bb1b098c,Friends,friends,"{'friends', 'Friends'}"
2343a985-fbc0-3354-808b-3ba3a8ee1406,John Gordon,john-gordon,{'John Gordon'}
2374178a-6fda-3537-b3dc-6c49648672a4,J. Ahola,j-ahola,{'J. Ahola'}
24ca66b2-a533-3a3f-b8ac-01117f32a036,Nis Bøgvad,nis-bogvad,{'Nis Bøgvad'}
259a36f2-788e-3881-a631-ee242d41b9e8,Waldo's People,waldo-s-people,"{""Waldo's People""}"
262b71b7-bf67-3ccc-9b1e-a7c252955681,Getter Jaani,getter-jaani,{'Getter Jaani'}
2a367505-9e80-37f1-a13c-d15fc44d2015,Jessy Matador,jessy-matador,{'Jessy Matador'}
2b1fde25-548f-3ee4-9ae9-77b69d13e27d,Marc Elsner,marc-elsner,{'Marc Elsner'}
2b7b2593-a3b3-3abb-b793-9c72de8791d0,Elvir Lakovic Laka,elvir-lakovic-laka,{'Elvir Lakovic Laka'}
2ba3a158-4ba3-38f5-be5d-a2d85ee9ff3e,Mike Stock,mike-stock,{'Mike Stock'}
2cc5f751-adf5-323c-ab80-8ff3fab4256b,Noam Horev,noam-horev,{'Noam Horev'}
2ddf8afd-7538-37b2-ba97-abf3453eef8c,Marina Tucaković,marina-tucakovic,{'Marina Tucaković'}
2e47f74d-0cb1-3c01-91f2-9bb7a3e4a1a6,Paradise Oskar,paradise-oskar,{'Paradise Oskar'}
2ec03b4b-c168-3559-a164-9dd1a532f9a9,Karima,karima,{'Karima'}
2f1041f4-532d-3998-9a90-31c4d79f0282,Željko Joksimović,zeljko-joksimovic,{'Željko Joksimović'}
300b8aab-a4e8-38d9-9805-e102a97d3e69,Simon Mathew,simon-mathew,{'Simon Mathew'}
30636ca4-3c54-3bca-b72f-da9b1d47125b,Mihai Gincu,mihai-gincu,{'Mihai Gincu'}
3097e3b2-b653-394e-814d-278ef760829b,Sakis Rouvas,sakis-rouvas,{'Sakis Rouvas'}
329105cb-9b39-39b4-be76-2f9b62dc6b9e,ATV UK,atv-uk,{'ATV UK'}
331a59d7-b693-3677-9033-78a5f2130588,Péter Geszti,peter-geszti,{'Péter Geszti'}
355f4d61-2d1c-30bd-ba25-7a3b4e400434,Vjekoslava Huljić,vjekoslava-huljic,{'Vjekoslava Huljić'}
37fbbe54-296d-3923-a957-a6223ba0320f,Malka Chaplin,malka-chaplin,{'Malka Chaplin'}
3838c798-0169-34fd-b8fe-66bfefca891f,Anse Lazio,anse-lazio,{'Anse Lazio'}
386f1cac-c216-3397-9c57-fac5965b635b,Irini Michas,irini-michas,{'Irini Michas'}
38fd6629-cc76-3d01-bafb-44e19cca0768,Mikheil Chelidze,mikheil-chelidze,{'Mikheil Chelidze'}
3a55b2fb-be96-3ead-b7a0-bf8f074c818c,Maxim Fadeev,maxim-fadeev,{'Maxim Fadeev'}
3a9e15f1-5ba5-32a9-b473-0059eed501c2,Harry Sommerdahl,harry-sommerdahl,{'Harry Sommerdahl'}
3b4ead4a-bbef-39f6-a01d-9a1410384a19,Didrik Solli-Tangen,didrik-solli-tangen,{'Didrik Solli-Tangen'}
3c23b1f7-7255-3d88-bda4-18dc716cd0a8,Vadim Lisitsa,vadim-lisitsa,{'Vadim Lisitsa'}
3c9fa29c-ebd5-3833-b3a5-2a61ce30cd86,Evren Özdemir,evren-ozdemir,{'Evren Özdemir'}
4034f02f-8493-3e13-9f16-6896c5ed0400,Adrian Hila,adrian-hila,{'Adrian Hila'}
4049c709-aa39-3cb7-98ed-4c8b7c5439f5,Johan Bejerholm,johan-bejerholm,{'Johan Bejerholm'}
40557f41-cd10-33a2-9eca-787b831bcd78,Stefan Örn,stefan-orn,{'Stefan Örn'}
40c2cd6c-f3d8-318c-8325-962ebe4a4864,Regina,regina,{'Regina'}
411dc7c1-ba4f-306b-9d73-3523d5434576,Agim Doçi,agim-doci,{'Agim Doçi'}
41f1e117-ae4f-3acb-b647-5fc871c505ef,A. Kratz Gutå,a-kratz-guta,{'A. Kratz Gutå'}
421da4da-c86f-3c4c-9c6c-ccb21d4f7dbe,Maria,maria,{'Maria'}
422058fd-dc28-36e7-9c1c-2f4fc0eed762,Jonas Gladnikoff,jonas-gladnikoff,{'Jonas Gladnikoff'}
42639d0a-996a-399c-8c38-3df347388375,Axel Ehnström,axel-ehnstrom,{'Axel Ehnström'}
4342862e-19fb-37dc-aa03-abd6a5ba0cf8,Pirro Çako,pirro-cako,{'Pirro Çako'}
4394d07a-5e73-3ca5-b4ba-f3a0d6cc008e,Igor Cukrov feat. Andrea,igor-cukrov-feat-andrea,{'Igor Cukrov feat. Andrea'}
43eb4458-f234-3794-b7fc-8c595176c0be,Peter Fenner,peter-fenner,{'Peter Fenner'}
45461055-061a-3f8b-a048-fb9cba0830b9,Nina,nina,{'Nina'}
48ebd7e7-7985-33d9-a5ee-c2baacbd8c13,Giorgos Alkaios & Friends,giorgos-alkaios-friends,{'Giorgos Alkaios & Friends'}
494b7ba9-7d19-3867-99d5-b7c43c80ab64,Elena,elena,{'Elena'}
49bd9044-8cb6-3696-a70b-9fa2151bb076,Mira Craig,mira-craig,{'Mira Craig'}
49f6e5fb-b817-3e31-914f-c273cdd13fce,Sven Lõhmus,sven-lohmus,{'Sven Lõhmus'}
49fa377d-dbe0-3a26-a645-407d4013a1e2,Eleana Vrachali,eleana-vrachali,{'Eleana Vrachali'}
4a68dfff-f23b-368a-867d-3b87db0afd9f,Alexej Vorobjov,alexej-vorobjov,{'Alexej Vorobjov'}
4a9a9d6e-8d45-3867-ada2-9abfa04bfc7a,DJ Rock,dj-rock,{'DJ Rock'}
4adc8e56-1e48-3cc9-8990-5a0cf6e3ca10,Iain James Farquharson,iain-james-farquharson,{'Iain James Farquharson'}
4aec5e74-1ae9-3144-b9e2-2b32c2079d77,Svetlana Loboda,svetlana-loboda,{'Svetlana Loboda'}
4d3f5401-7d41-3627-b874-92218e4a8164,Ardit Gjebrea,ardit-gjebrea,{'Ardit Gjebrea'}
50fe9467-3bba-36fa-9c27-7c3315da0aa2,Gus Seyffert,gus-seyffert,{'Gus Seyffert'}
51098a91-33db-3d9d-895c-6084d0887535,Poseidon Yannopoulos,poseidon-yannopoulos,{'Poseidon Yannopoulos'}
527ba90c-dc73-3e6d-a6de-38b2d2e1f281,Marc Paelinck,marc-paelinck,{'Marc Paelinck'}
53460eaf-3396-361b-b3ef-ec35d231dc9a,Eric Sanicola,eric-sanicola,{'Eric Sanicola'}
547624ec-b7e0-325d-b533-a4f57fae936e,Jonas Liberg,jonas-liberg,{'Jonas Liberg'}
55244697-c3ec-3399-a2a6-695145e24f72,Kraljevi Ulice & 75 Cents,kraljevi-ulice-75-cents,{'Kraljevi Ulice & 75 Cents'}
553ef08b-0ac8-3927-a65c-02004fbbd069,Remee,remee,{'Remee'}
5541e6c5-f1af-30d8-87f1-673cc3d88503,Tinatin Japaridze,tinatin-japaridze,{'Tinatin Japaridze'}
564359b7-18b0-347e-b321-27f11aaa4e5b,Tom Dice,tom-dice,{'Tom Dice'}
57ecd021-dc53-38f9-b443-eaa8bfd3c02f,Sunstroke Project & Olia Tira,sunstroke-project-olia-tira,{'Sunstroke Project & Olia Tira'}
5854fe85-0b55-3205-8338-a441df39cf90,Amaury Vassili,amaury-vassili,{'Amaury Vassili'}
58f97f08-5f36-3813-be65-25c24c931a89,H.A. Der-Hovagimian,h-a-der-hovagimian,{'H.A. Der-Hovagimian'}
5977234e-17f9-3214-8902-9f8c862a3531,Jean-Pierre Marcellesi,jean-pierre-marcellesi,{'Jean-Pierre Marcellesi'}
599c5e9f-a7fa-3e26-b044-b743e646aa78,Maja Keuc,maja-keuc,{'Maja Keuc'}
59f4e66e-704c-3b8f-beec-c87c9cef4cd3,Chanée & N'evergreen,chanee-n-evergreen,"{""Chanée & N'evergreen""}"
5ac72f37-82a9-32a3-a099-c9f025c2c78c,Hadise Açıkgöz,hadise-acikgoz,{'Hadise Açıkgöz'}
5b4e7d1f-276e-35b4-af07-53f5ca4211ec,Edmond Zhulali,edmond-zhulali,{'Edmond Zhulali'}
5b9f5417-9baf-3186-8ca7-35b83c411791,Giannis Antoniou,giannis-antoniou,{'Giannis Antoniou'}
5bdef36a-e2ab-3e82-bd0f-2c7472f041a9,Andy Abraham,andy-abraham,{'Andy Abraham'}
5bfe58f1-dfc1-3724-9302-8307be2a865a,Konstantin Meladzé,konstantin-meladze,{'Konstantin Meladzé'}
5cb6005b-84b3-337f-8b3d-5653849cfd2d,Carlos Coelho,carlos-coelho,{'Carlos Coelho'}
5d24fb5f-3abd-3a64-9d72-b074446bfd9f,Boaz,boaz,{'Boaz'}
5d9d968c-1e62-37f6-adbf-49c80e8d4101,Waldo,waldo,{'Waldo'}
5e542c9e-255e-3535-a256-8d74978d9c1d,Ovidiu Bistriceanu,ovidiu-bistriceanu,{'Ovidiu Bistriceanu'}
5e7f6bfa-288b-3419-886b-3db459002f6a,Borys Kukoba,borys-kukoba,{'Borys Kukoba'}
62c86e61-aaa8-3ea8-810c-74a7f8777b8b,Mårten Eriksson,marten-eriksson,{'Mårten Eriksson'}
64991353-ff8c-3e51-9253-50e0ffb257ff,Alexandra Ivan,alexandra-ivan,{'Alexandra Ivan'}
6576dab1-2255-325a-9616-5afd5d286ab2,Anders Bagge,anders-bagge,{'Anders Bagge'}
6631f11f-c88b-3522-801b-619a9f15b6d3,Jacob Launbjerg,jacob-launbjerg,{'Jacob Launbjerg'}
668f08b8-dfd9-3c28-aebb-68fc18200161,Flor-de-lis,flor-de-lis,{'Flor-de-lis'}
68a97bdc-4e9f-380a-8427-46068ab69771,Gil Dor,gil-dor,{'Gil Dor'}
6a6a835c-03c4-390d-85bf-c36fddb90182,Giannis Christodoulopoulos,giannis-christodoulopoulos,{'Giannis Christodoulopoulos'}
6a9f5ea8-5894-3cbf-8e2a-aca0a9a1accb,Evelina Sašenko,evelina-sasenko,{'Evelina Sašenko'}
6b503ca4-9b71-3d6c-9978-d26e998024fa,Andrej Babić,andrej-babic,{'Andrej Babić'}
6c7bf7d7-8a63-3ad5-986e-8ffa38b5d55c,Ian Hope,ian-hope,{'Ian Hope'}
6eb3a263-45c7-3d43-9212-bf9fe5fc7438,Alberto Jodar,alberto-jodar,{'Alberto Jodar'}
6edeac6d-9350-3b6c-9277-5efd757caed4,Alexandru Pelin,alexandru-pelin,{'Alexandru Pelin'}
6f7f1632-dccd-30fb-970a-61b67919c6a4,Sirusho,sirusho,{'Sirusho'}
6fe22d45-7737-36b0-88ff-789855afe79d,Anderz Wrethov,anderz-wrethov,{'Anderz Wrethov'}
70076f95-d3ac-33f7-962b-505adfddfdfe,Amandine de La Richardière,amandine-de-la-richardiere,{'Amandine de La Richardière'}
716a9b48-f0ba-3853-be41-bfa710d01e97,Alexander Rybak,alexander-rybak,{'Alexander Rybak'}
72639bd9-18ab-361c-bf5c-8b03cc65224c,Jakob Schack Glæsner,jakob-schack-glaesner,{'Jakob Schack Glæsner'}
7299a942-d80c-3032-9aab-8a37bc99b6af,Mane Hakobyan,mane-hakobyan,{'Mane Hakobyan'}
7329221a-a974-3b26-af10-b68d0192595a,Anastasia Prikhodko,anastasia-prikhodko,{'Anastasia Prikhodko'}
73e87d35-9355-3883-a03f-e1e65477d9a2,Fredrik Kempe,fredrik-kempe,{'Fredrik Kempe'}
746e349e-78de-32ac-a9f7-f4e8745e4ad3,Augusto Madureira,augusto-madureira,{'Augusto Madureira'}
7560ef41-3006-330d-9ea7-525c24c35d0a,Sjonni's Friends,sjonni-s-friends,"{""Sjonni's Friends""}"
765ebf61-4e71-3486-b5b8-44d915577de1,Óskar Páll Sveinsson,oskar-pall-sveinsson,{'Óskar Páll Sveinsson'}
7664004f-5541-3a2f-86fc-29d5c692cf52,Olena Kucher,olena-kucher,{'Olena Kucher'}
7a0070d0-6db8-30e3-8c5f-6d6f8cca7432,Fiona Movery Akıncı,fiona-movery-akinci,{'Fiona Movery Akıncı'}
7a057542-6afd-3488-9222-814b61f8e215,Nico & Vlad,nico-vlad,{'Nico & Vlad'}
7a7dfa7a-c6bd-3c5f-b1d9-eb5d0498ccdf,Hanne Sørvaag,hanne-sorvaag,"{'Hanne Sorvaag', 'Hanne Sørvaag'}"
7a99eb35-6088-32a2-82a8-a4c8275a9317,Kalomira,kalomira,{'Kalomira'}
7b236991-3ffb-32dd-b367-bc0365c3dafc,Gregory Bilsen,gregory-bilsen,{'Gregory Bilsen'}
82a57f21-e40a-3336-b1d0-7890b908be18,Eldrine,eldrine,{'Eldrine'}
83b82e98-9b03-3c08-9b1e-5602417e7665,Andy Watkins,andy-watkins,{'Andy Watkins'}
84042a72-1022-3db0-8b85-8856b6b83678,Anton Ragoza,anton-ragoza,{'Anton Ragoza'}
84a39470-1dbc-31dc-b542-57a8a110ff34,Diana Gurtskaya,diana-gurtskaya,{'Diana Gurtskaya'}
852f8bd0-b87c-3d52-8c1e-d48ea03600de,Urša Vlašič,ursa-vlasic,{'Urša Vlašič'}
85d5fa30-474e-316e-b219-33806547954f,Eva Rivas,eva-rivas,{'Eva Rivas'}
86028a59-0459-35f2-bc5d-18421eccedc4,Jason Gill,jason-gill,{'Jason Gill'}
867fd408-a587-35a3-a2f1-62fa566ebcbd,Andrius Kairys,andrius-kairys,{'Andrius Kairys'}
8685b29f-6519-3854-bd07-b812f19d50db,Diana Golde,diana-golde,{'Diana Golde'}
88a7a940-2835-3e64-83d9-a19e21c19fae,Gabriel Băruţa,gabriel-baruta,{'Gabriel Băruţa'}
897136a7-dd11-3b61-9d6e-5427011901a4,,,{''}
89d6150c-45c6-3f1b-a466-417f737898af,Martin Michael Larsson,martin-michael-larsson,{'Martin Michael Larsson'}
8a1e4a7b-8b39-3397-940c-601cdebef70a,Alex Christensen,alex-christensen,{'Alex Christensen'}
8a930b01-6a2a-3c83-a415-e00e0ca6f624,Gergő Rácz,gergo-racz,{'Gergő Rácz'}
8c4131be-76a7-32f5-a9ce-8dafef011ddf,Malena Ernman,malena-ernman,{'Malena Ernman'}
8cd2b771-f495-3512-bee6-4803fa59e477,Niall Mooney,niall-mooney,{'Niall Mooney'}
8defa4c0-9569-3492-930f-36685b733425,Noa,noa,{'Noa'}
8e57b551-faa5-314d-80c8-ed48d6bdd91c,Sony,sony,{'Sony'}
8efe0d44-9710-321d-baa4-002a3de0dbef,Kati Wolf,kati-wolf,{'Kati Wolf'}
8fdb25c0-e72c-3975-91ee-e367df4c658e,Raphael Gualazzi,raphael-gualazzi,{'Raphael Gualazzi'}
902d0b27-8922-3e80-ba24-8795f35d3e96,Govher Hasanzadeh,govher-hasanzadeh,{'Govher Hasanzadeh'}
90cf909b-0a1a-3922-bff9-5da0a10213f3,Andrei Tudor,andrei-tudor,{'Andrei Tudor'}
91bfc4c6-ca21-3ad1-8c8e-fd4820e29397,Josh,josh,{'Josh'}
92e0388d-c292-3b81-be86-3215a3ffa17b,Mira Awad,mira-awad,{'Mira Awad'}
937ebc4b-68cb-3f2a-b595-9712840ccbf0,Soraya,soraya,{'Soraya'}
93b56a53-ce11-3abc-89d5-e2ebab7bf1c5,Veaceslav Daniliuc,veaceslav-daniliuc,{'Veaceslav Daniliuc'}
949ef151-0af1-34ed-b226-70c03ca0655f,Peter Nalitch,peter-nalitch,{'Peter Nalitch'}
96b0668d-75ba-3b87-b007-55efe28270d6,Lina Eriksson,lina-eriksson,{'Lina Eriksson'}
9783e67e-4586-3921-931a-920349762a76,Euroband,euroband,{'Euroband'}
978b80a1-2375-3d2c-97d8-5937c9fd9e34,Andy Schuman,andy-schuman,{'Andy Schuman'}
98ce4890-7f08-348d-b167-d2333c7e0a49,Noa & Mira Awad,noa-mira-awad,{'Noa & Mira Awad'}
998502a4-db3b-366f-9004-b086822ffe21,Jelena Tomašević feat. Bora Dugic,jelena-tomasevic-feat-bora-dugic,{'Jelena Tomašević feat. Bora Dugic'}
99c8a97e-b296-34e5-8fe2-acc3ede11a10,Elin Wrethov,elin-wrethov,{'Elin Wrethov'}
99f5c093-923e-3b09-a14a-579d48ac59af,Nelly Ciobanu,nelly-ciobanu,{'Nelly Ciobanu'}
9bba5037-083b-35ef-9c76-5da242cb26b4,A Friend In London,a-friend-in-london,{'A Friend In London'}
9bd17e89-4df6-3ba4-b4d9-b3a9e63f1aeb,Lena,lena,{'Lena'}
9c42a540-c525-3661-8b7d-2b9448302869,Niamh Kavanagh,niamh-kavanagh,{'Niamh Kavanagh'}
9c82e6fa-825b-3ef6-b821-6c598506c109,Thomas G:son,thomas-g-son,{'Thomas G:son'}
9cb9b9b5-a446-34f5-bf9b-3a24e359635a,Matjaž Vlašič,matjaz-vlasic,{'Matjaž Vlašič'}
9dc33b30-366b-3d5e-9fd2-cc95ffacc0c1,Thomas Rabitsch,thomas-rabitsch,{'Thomas Rabitsch'}
a0866d9a-1eca-3cb0-93aa-f224fd9f81ee,J.Ballue,j-ballue,{'J.Ballue'}
a2068f6d-c1b2-3b52-8d80-9bc3695ba315,Robert Uhlmann,robert-uhlmann,{'Robert Uhlmann'}
a2c1a6e4-81da-39f5-a89b-13c702694c4d,Graig Porteils,graig-porteils,{'Graig Porteils'}
a2d71d29-de61-3cf9-8a2a-b1ff780a92c5,Viktor Rakonczai,viktor-rakonczai,{'Viktor Rakonczai'}
a42b6f41-267a-326b-af67-997ca5f6ecb8,Mika Newton,mika-newton,{'Mika Newton'}
a4574881-d975-39f6-9ad1-01328d3b0a58,Laurenţiu Duţă,laurentiu-duta,{'Laurenţiu Duţă'}
a4598239-d709-3558-880f-4a082ce0e966,3+2,3-2,{'3+2'}
a47dfdd1-673e-3454-b426-97eaa6100409,Daniel Diges,daniel-diges,{'Daniel Diges'}
a6118d2c-48fc-3765-9b7f-4aa7c55e4e49,Pete Waterman,pete-waterman,{'Pete Waterman'}
a63ab037-9087-312c-bc00-da6d5039a526,Tomer Adaddi,tomer-adaddi,{'Tomer Adaddi'}
a6aa119e-a750-3ab1-8d73-d49ac25019fd,Jade Ewen,jade-ewen,{'Jade Ewen'}
a781ea91-2563-3e3b-8bad-8cecd1fa04df,Andreea Andrei,andreea-andrei,{'Andreea Andrei'}
a7b0d2ed-be23-3cdf-baed-2ec8f6fdf211,Urban Symphony,urban-symphony,{'Urban Symphony'}
a835d94e-1e6a-31f5-9082-7f82acadebac,Jon Lilygreen & The Islanders,jon-lilygreen-the-islanders,{'Jon Lilygreen & The Islanders'}
a907dc06-9b72-3a93-9358-1866ccaa5a16,Konstantinos Pantzis,konstantinos-pantzis,{'Konstantinos Pantzis'}
a98374d2-b567-31f3-bab0-9c5201d7bfb7,Liam Keenan,liam-keenan,{'Liam Keenan'}
aa1e0456-8f40-3f48-8fa1-31f84d064c11,Vukašin Brajić,vukasin-brajic,{'Vukašin Brajić'}
aa8b3428-2d8b-3ad6-8179-84aff7049abb,Sinan Akçıl,sinan-akcil,{'Sinan Akçıl'}
ab624259-52dd-3711-9b95-f7b2659b0f63,Julie Miller,julie-miller,{'Julie Miller'}
ad913bf6-c6ea-3a64-872a-68a5f5188f1a,Julie Frost,julie-frost,{'Julie Frost'}
adecfb99-123e-3363-8fdf-207ecc1e53ff,Felipe Pedroso,felipe-pedroso,{'Felipe Pedroso'}
adf3125c-788e-3fac-bf78-d368a394fd84,StarSign,starsign,{'StarSign'}
af62c760-b4bc-3c37-8660-7c7f850f820f,Torbjorn Wassenius,torbjorn-wassenius,{'Torbjorn Wassenius'}
afe31d6e-b2e9-3e02-b087-e36a83a64c74,Alyosha,alyosha,{'Alyosha'}
b29fe0b4-4b62-3db1-9fdb-15449c6da127,Andrew Lloyd Webber,andrew-lloyd-webber,{'Andrew Lloyd Webber'}
b3e736a4-321f-3693-b2c4-2ae313a50c6b,Armen Martirosyan,armen-martirosyan,{'Armen Martirosyan'}
b4314cba-954f-3999-9ba1-ced30bfcb393,Rafael Artesero,rafael-artesero,{'Rafael Artesero'}
b4b41268-b2fa-3392-a535-564c287776ee,Paul Wilson,paul-wilson,{'Paul Wilson'}
b4be3c11-3dce-358a-9f9c-f13496f6f49e,Sofia Nizharadze ,sofia-nizharadze,{'Sofia Nizharadze '}
b4f8c917-ca9c-33b1-aafc-bacce347283f,Melis Konstantinou,melis-konstantinou,{'Melis Konstantinou'}
b541d159-7c88-3aa8-a202-ea92f3a92ef9,Arash Labaf,arash-labaf,{'Arash Labaf'}
b548695d-5c11-3734-89e0-990dfed428ce,Hotel FM,hotel-fm,{'Hotel FM'}
b581dec9-044e-35bc-bff2-b8f520fdff9f,Razor Boy Music Publishing Sweden,razor-boy-music-publishing-sweden,{'Razor Boy Music Publishing Sweden'}
b5d0684b-7cc1-3e08-a71a-14b11f51b994,Steve Crosby,steve-crosby,{'Steve Crosby'}
b5f60a7a-c579-3cc4-a148-11bd83c35b60,Isis Gee,isis-gee,{'Isis Gee'}
b6e539af-4bb5-3e4e-b65c-fa79524d0749,Avet Barseghyan,avet-barseghyan,{'Avet Barseghyan'}
b8f866f2-5104-3ebc-a622-ca14c251fe6f,Nadine Beiler,nadine-beiler,{'Nadine Beiler'}
bbdafae1-a6ab-395c-89ca-60eb33aabb16,Johan Sahlen,johan-sahlen,{'Johan Sahlen'}
bd8ee2bd-c317-37c5-b426-deec9b7aa748,Anna Rossinelli,anna-rossinelli,{'Anna Rossinelli'}
bea0cb94-5258-361c-b7ee-e8f6360afd38,Harel Skaat,harel-skaat,{'Harel Skaat'}
bf014ec9-43ca-36b5-84e2-2ed6b6432285,Juliana Pasha,juliana-pasha,{'Juliana Pasha'}
bfd7aea9-1a2a-3693-b54b-2ec096d834e0,Eric Saade,eric-saade,{'Eric Saade'}
c02c0277-0433-31e4-89e5-0913e4b3232a,Pirates Of The Sea,pirates-of-the-sea,{'Pirates Of The Sea'}
c064599e-84ff-3599-8ba3-e69f1ddbf096,Dimitri Stassos,dimitri-stassos,{'Dimitri Stassos'}
c085fe63-2579-3974-b5db-399be63988f9,A. Lehtonen,a-lehtonen,{'A. Lehtonen'}
c11aa878-2b15-3f89-9611-25558263c9e0,Brinck,brinck,{'Brinck'}
c18823f7-f9a5-3e3d-9d1c-e3e3f6a4983c,Paul Oscar,paul-oscar,{'Paul Oscar'}
c5062354-4459-3ac0-ba35-5ca2e9b811df,Karen Kavaleryan,karen-kavaleryan,{'Karen Kavaleryan'}
c5628dcd-efda-3178-97b2-224103e3170a,Miran Hadži Veljković,miran-hadzi-veljkovic,{'Miran Hadži Veljković'}
c6baae5f-aa22-3368-864b-84603f33f6ab,Jeroen Swinnen,jeroen-swinnen,{'Jeroen Swinnen'}
c7616395-09d0-3a53-8a3a-b9cb8e98a019,Milan Stanković,milan-stankovic,{'Milan Stanković'}
c78e00bb-279d-3732-a1ea-beae9d819dc1,Kim Breitburg,kim-breitburg,{'Kim Breitburg'}
c9b19934-2cf7-3600-80fe-44ecbe8ffee8,Lars Halvor Jensen,lars-halvor-jensen,{'Lars Halvor Jensen'}
ca95cdb1-bf23-39a4-a510-6e7ceb972a8a,Vânia Fernandes,vania-fernandes,{'Vânia Fernandes'}
ca994250-211c-32a3-98c8-8046109f1d5c,Dejan Ivanović,dejan-ivanovic,{'Dejan Ivanović'}
cb5fada0-84b3-3a0a-873a-b5c36f6b1a07,Olta Boka,olta-boka,{'Olta Boka'}
cc6174fd-43b4-3b77-a57d-2267615124bc,Diane Warren,diane-warren,{'Diane Warren'}
