artist_id,song_id
42639d0a-996a-399c-8c38-3df347388375,e90f3b8c-8cba-35ff-930c-41977a2477f4
fb9cdca9-d67a-3491-a7e3-b22c20e5d5ba,bd1db97e-0e93-333b-950f-91819d9fc1cb
eb21b1fe-a34a-3d58-a94e-2e7c2690afa7,2759c7c8-7e26-3918-891f-3c5cc9b69030
72639bd9-18ab-361c-bf5c-8b03cc65224c,2759c7c8-7e26-3918-891f-3c5cc9b69030
867fd408-a587-35a3-a2f1-62fa566ebcbd,a121c2cc-0cb6-36de-9ea4-9a2aff855949
331a59d7-b693-3677-9033-78a5f2130588,6c96e8b0-c23d-3fde-88a6-0d9f8d0d748d
0a4d1235-da9f-3a45-9525-b30664067859,6c96e8b0-c23d-3fde-88a6-0d9f8d0d748d
e14d388b-bff8-3a17-a5d2-6fc2f33be936,117e2f6e-f984-3e6c-af58-7324c1174c6a
c9b19934-2cf7-3600-80fe-44ecbe8ffee8,117e2f6e-f984-3e6c-af58-7324c1174c6a
89d6150c-45c6-3f1b-a466-417f737898af,117e2f6e-f984-3e6c-af58-7324c1174c6a
73e87d35-9355-3883-a03f-e1e65477d9a2,c4ace612-279e-3ab0-884e-2dabee31421a
49f6e5fb-b817-3e31-914f-c273cdd13fce,77fa0fe1-ae22-396f-baa7-d078ee0f61dc
49fa377d-dbe0-3a26-a645-407d4013a1e2,45700b30-3520-3729-ba3f-39f8b39ec45d
4a68dfff-f23b-368a-867d-3b87db0afd9f,2d277bee-ca39-3df5-b0c4-b8b3ee4de3d8
e3f523d7-217c-3f94-857a-5d8bb345904e,2d277bee-ca39-3df5-b0c4-b8b3ee4de3d8
e7041a69-92ff-352c-94c9-6aae178e3461,2d277bee-ca39-3df5-b0c4-b8b3ee4de3d8
dc3697d1-2d6b-3b02-85cf-ede24ea00f41,2d277bee-ca39-3df5-b0c4-b8b3ee4de3d8
53460eaf-3396-361b-b3ef-ec35d231dc9a,2d277bee-ca39-3df5-b0c4-b8b3ee4de3d8
5977234e-17f9-3214-8902-9f8c862a3531,a2b5269b-3f01-3d9a-83ae-ee622f669295
ab624259-52dd-3711-9b95-f7b2659b0f63,a2b5269b-3f01-3d9a-83ae-ee622f669295
0221f8c4-a1a9-32ad-b975-12d671af9fdb,1d659f47-91f4-338c-8a12-7bfb5537a6cd
00f264da-bbf8-3133-840b-efb80d9abc9f,7bf2d5e7-ef8a-39f7-948b-4745902a0bc2
e40cc2f6-1fa1-3031-a364-f25084fb711a,43072a22-4abb-3fce-a2ec-bf0c35bf6ef5
d216cca8-14c9-30e3-ae89-5ec584816e68,43072a22-4abb-3fce-a2ec-bf0c35bf6ef5
6c7bf7d7-8a63-3ad5-986e-8ffa38b5d55c,43072a22-4abb-3fce-a2ec-bf0c35bf6ef5
ef0eac8c-679f-3141-984c-df4cacf946e5,43072a22-4abb-3fce-a2ec-bf0c35bf6ef5
a98374d2-b567-31f3-bab0-9c5201d7bfb7,43072a22-4abb-3fce-a2ec-bf0c35bf6ef5
d3ee5bed-4d4f-3671-92a2-aa653c073c40,43072a22-4abb-3fce-a2ec-bf0c35bf6ef5
adf3125c-788e-3fac-bf78-d368a394fd84,43072a22-4abb-3fce-a2ec-bf0c35bf6ef5
978b80a1-2375-3d2c-97d8-5937c9fd9e34,ee2a2fc0-68cc-32f4-8ee2-8077dfe4c505
2b1fde25-548f-3ee4-9ae9-77b69d13e27d,ee2a2fc0-68cc-32f4-8ee2-8077dfe4c505
50fe9467-3bba-36fa-9c27-7c3315da0aa2,031c316d-3676-3d06-a4a9-3e639878e711
0b1c288e-28f5-3cdd-b5f9-d8d1b83c909b,031c316d-3676-3d06-a4a9-3e639878e711
21d31947-2649-3327-8e83-9e3577b11d8f,031c316d-3676-3d06-a4a9-3e639878e711
64991353-ff8c-3e51-9253-50e0ffb257ff,41063b33-3a2c-3196-915a-ec6de47d3e33
88a7a940-2835-3e64-83d9-a19e21c19fae,41063b33-3a2c-3196-915a-ec6de47d3e33
b8f866f2-5104-3ebc-a622-ca14c251fe6f,432e3407-bb69-3dc1-8c45-401c0d9f45b7
40557f41-cd10-33a2-9eca-787b831bcd78,d1af1a22-29df-3296-896e-7a68b8b7cc69
b581dec9-044e-35bc-bff2-b8f520fdff9f,d1af1a22-29df-3296-896e-7a68b8b7cc69
11d6c5e0-805e-3a0e-a30d-07141fe45d50,d1af1a22-29df-3296-896e-7a68b8b7cc69
852f8bd0-b87c-3d52-8c1e-d48ea03600de,0f6efdda-1d18-385b-aa1d-cfe0e41cfe45
d6ab2639-0d65-3917-a996-f81bdd1e401b,c3db68e6-2be8-304d-8609-c1eece5f54ca
10a2aa3f-1c4d-39c7-9c74-18f14f0b7116,c3db68e6-2be8-304d-8609-c1eece5f54ca
b4314cba-954f-3999-9ba1-ced30bfcb393,c464f24e-2177-315b-9a99-daa902c449a4
f1c2ba3c-a364-3a11-81d1-a4608b0c7704,839597ff-4aa6-3bc3-b4db-e19af2e7c533
fb12a9b0-5211-3993-97e4-17152e7c43f4,0d55c465-3ff6-3ef5-8498-1bc4b8d5bc43
4a9a9d6e-8d45-3867-ada2-9abfa04bfc7a,88d8a0ec-41e2-322c-a5c9-3ba4658fbd6f
38fd6629-cc76-3d01-bafb-44e19cca0768,88d8a0ec-41e2-322c-a5c9-3ba4658fbd6f
11d6c5e0-805e-3a0e-a30d-07141fe45d50,ad3b5e3f-594e-366a-9286-d6ce58f5fdb7
d4b4c242-dc35-3cda-ac0c-39f5332c6693,c1637159-8401-3b80-b94c-ef0567eff292
f0b54d8e-5204-36b0-b4c3-60a2904821e3,c1637159-8401-3b80-b94c-ef0567eff292
6eb3a263-45c7-3d43-9212-bf9fe5fc7438,c1637159-8401-3b80-b94c-ef0567eff292
a47dfdd1-673e-3454-b426-97eaa6100409,c1637159-8401-3b80-b94c-ef0567eff292
7a7dfa7a-c6bd-3c5f-b1d9-eb5d0498ccdf,f636169d-50ef-3f3a-9ba4-3ed4ded87eaa
73e87d35-9355-3883-a03f-e1e65477d9a2,f636169d-50ef-3f3a-9ba4-3ed4ded87eaa
e8c3bb88-94b0-32b8-8af2-989891cd249a,52fbf5d1-2b86-368a-8686-136ee25e306b
d5e38540-0ebc-32c8-a5cf-e0b8312c23de,56d9e43b-e993-3515-82e3-0b05a7f82bca
ece65620-4643-3c91-bd9d-68a28472e6f2,8b13d062-7b92-33fc-abb9-176702d894c4
564359b7-18b0-347e-b321-27f11aaa4e5b,249523a7-0f01-3b55-bc99-e2b70068dfae
c6baae5f-aa22-3368-864b-84603f33f6ab,249523a7-0f01-3b55-bc99-e2b70068dfae
f1acbb75-4b35-398a-8cc9-6326c6213593,249523a7-0f01-3b55-bc99-e2b70068dfae
f641b134-e845-39b5-8e41-406bf6d90cb8,4b986679-8f48-3a76-9be8-3df190668943
2ddf8afd-7538-37b2-ba97-abf3453eef8c,4b986679-8f48-3a76-9be8-3df190668943
15525cc9-084d-3c9d-aa65-397b63f47fd0,4b986679-8f48-3a76-9be8-3df190668943
