artist_id,song_id
2e47f74d-0cb1-3c01-91f2-9bb7a3e4a1a6,e90f3b8c-8cba-35ff-930c-41977a2477f4
fb9cdca9-d67a-3491-a7e3-b22c20e5d5ba,bd1db97e-0e93-333b-950f-91819d9fc1cb
9bba5037-083b-35ef-9c76-5da242cb26b4,2759c7c8-7e26-3918-891f-3c5cc9b69030
6a9f5ea8-5894-3cbf-8e2a-aca0a9a1accb,a121c2cc-0cb6-36de-9ea4-9a2aff855949
8efe0d44-9710-321d-baa4-002a3de0dbef,6c96e8b0-c23d-3fde-88a6-0d9f8d0d748d
d6fd8ca1-d100-3554-84c8-d4b05538bdd9,117e2f6e-f984-3e6c-af58-7324c1174c6a
bfd7aea9-1a2a-3693-b54b-2ec096d834e0,c4ace612-279e-3ab0-884e-2dabee31421a
262b71b7-bf67-3ccc-9b1e-a7c252955681,77fa0fe1-ae22-396f-baa7-d078ee0f61dc
12a5d4de-3807-33c8-a39d-75886ac71af8,45700b30-3520-3729-ba3f-39f8b39ec45d
4a68dfff-f23b-368a-867d-3b87db0afd9f,2d277bee-ca39-3df5-b0c4-b8b3ee4de3d8
5854fe85-0b55-3205-8338-a441df39cf90,a2b5269b-3f01-3d9a-83ae-ee622f669295
8fdb25c0-e72c-3975-91ee-e367df4c658e,1d659f47-91f4-338c-8a12-7bfb5537a6cd
bd8ee2bd-c317-37c5-b426-deec9b7aa748,7bf2d5e7-ef8a-39f7-948b-4745902a0bc2
210adfd3-965e-343b-b5c0-869fdff661ce,43072a22-4abb-3fce-a2ec-bf0c35bf6ef5
ea08252d-959f-3e66-8d8a-7ebbeba0626b,ee2a2fc0-68cc-32f4-8ee2-8077dfe4c505
9bd17e89-4df6-3ba4-b4d9-b3a9e63f1aeb,031c316d-3676-3d06-a4a9-3e639878e711
b548695d-5c11-3734-89e0-990dfed428ce,41063b33-3a2c-3196-915a-ec6de47d3e33
b8f866f2-5104-3ebc-a622-ca14c251fe6f,432e3407-bb69-3dc1-8c45-401c0d9f45b7
1aa80a87-476b-3e26-b221-76a7210e0af7,d1af1a22-29df-3296-896e-7a68b8b7cc69
599c5e9f-a7fa-3e26-b044-b743e646aa78,0f6efdda-1d18-385b-aa1d-cfe0e41cfe45
7560ef41-3006-330d-9ea7-525c24c35d0a,c3db68e6-2be8-304d-8609-c1eece5f54ca
08534645-4ed8-38b8-a72c-51ae14063098,c464f24e-2177-315b-9a99-daa902c449a4
a42b6f41-267a-326b-af67-997ca5f6ecb8,839597ff-4aa6-3bc3-b4db-e19af2e7c533
45461055-061a-3f8b-a048-fb9cba0830b9,0d55c465-3ff6-3ef5-8498-1bc4b8d5bc43
82a57f21-e40a-3336-b1d0-7890b908be18,88d8a0ec-41e2-322c-a5c9-3ba4658fbd6f
20075139-fe2c-35e8-ab1d-d74b212c9cb4,ad3b5e3f-594e-366a-9286-d6ce58f5fdb7
a47dfdd1-673e-3454-b426-97eaa6100409,c1637159-8401-3b80-b94c-ef0567eff292
3b4ead4a-bbef-39f6-a01d-9a1410384a19,f636169d-50ef-3f3a-9ba4-3ed4ded87eaa
57ecd021-dc53-38f9-b443-eaa8bfd3c02f,52fbf5d1-2b86-368a-8686-136ee25e306b
