artist,country,points,performance_order,ranking,broadcaster,composers,contest_id,final_type,id,song,writers,spotify_id,acousticness,danceability,duration,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,contest_id_2,img_src,location,name,url,year
Brita Borg,Sweden,4.0,7,9,SR,Harry Sandin,9005001c-8d05-3097-bb5c-ca52fcfb5e83,final,ef358cc4-c74d-332d-852e-9b9601fff9c8,Augustin,Åke Gerhard,,,,,,,,,,,,,,9005001c-8d05-3097-bb5c-ca52fcfb5e83,https://apex.eurovision.tv/image/1ccd10e4b783e012ae702f329df32fb3,Cannes,Cannes 1959,/event/cannes-1959,1959
Christa Williams,Switzerland,14.0,8,4,SSR SRG,Lothar Löffler,9005001c-8d05-3097-bb5c-ca52fcfb5e83,final,55af3562-848a-32a5-82e6-89aad94b7766,Irgendwoher,-,,,,,,,,,,,,,,9005001c-8d05-3097-bb5c-ca52fcfb5e83,https://apex.eurovision.tv/image/1ccd10e4b783e012ae702f329df32fb3,Cannes,Cannes 1959,/event/cannes-1959,1959
Ferry Graf,Austria,4.0,9,9,ORF,Norbert Pawlicki,9005001c-8d05-3097-bb5c-ca52fcfb5e83,final,c3e5535c-9563-3842-957f-11ec4c693af7,Der K. Und K. Kalypso Aus Wien,Günther Léopold,,,,,,,,,,,,,,9005001c-8d05-3097-bb5c-ca52fcfb5e83,https://apex.eurovision.tv/image/1ccd10e4b783e012ae702f329df32fb3,Cannes,Cannes 1959,/event/cannes-1959,1959
Pearl Carr and Teddy Johnson,United Kingdom,16.0,10,2,BBC,Stan Butcher,9005001c-8d05-3097-bb5c-ca52fcfb5e83,final,1ed8e460-e1aa-3575-bfa6-8652773ee0c9,Sing Little Birdie,Syd Cordell,,,,,,,,,,,,,,9005001c-8d05-3097-bb5c-ca52fcfb5e83,https://apex.eurovision.tv/image/1ccd10e4b783e012ae702f329df32fb3,Cannes,Cannes 1959,/event/cannes-1959,1959
Bob Benny,Belgium,9.0,11,6,NIR,Hans Flower,9005001c-8d05-3097-bb5c-ca52fcfb5e83,final,3cbb25c6-c0ae-324e-b4dc-4ac39817bff9,Hou Toch Van Mij,Ke Riema,,,,,,,,,,,,,,9005001c-8d05-3097-bb5c-ca52fcfb5e83,https://apex.eurovision.tv/image/1ccd10e4b783e012ae702f329df32fb3,Cannes,Cannes 1959,/event/cannes-1959,1959
Solange Berry,Luxembourg,1.0,4,9,CLT,Michel Eric,e9db84fd-70f2-3a23-b986-0bfd0ca3ba08,final,62828883-246a-3c2d-a3eb-3e0c0601cd74,Un Grand Amour,"Monique Laniece, Raymond Roche",,,,,,,,,,,,,,e9db84fd-70f2-3a23-b986-0bfd0ca3ba08,https://apex.eurovision.tv/image/72f89c521e967bf89aa5859473cdbaca,Hilversum,Hilversum 1958,/event/hilversum-1958,1958
Fud Leclerc,Belgium,8.0,7,5,INR,André Dohet,e9db84fd-70f2-3a23-b986-0bfd0ca3ba08,final,c49adf56-debd-321b-a311-3d93605ebfb9,Ma Petite Chatte,-,,,,,,,,,,,,,,e9db84fd-70f2-3a23-b986-0bfd0ca3ba08,https://apex.eurovision.tv/image/72f89c521e967bf89aa5859473cdbaca,Hilversum,Hilversum 1958,/event/hilversum-1958,1958
Liane Augustin,Austria,8.0,9,5,ORF,"Günther Léopold, Kurt Werner",e9db84fd-70f2-3a23-b986-0bfd0ca3ba08,final,29006f78-25c9-319f-85c1-c0effdddbd9b,Die Ganze Welt Braucht Liebe,-,,,,,,,,,,,,,,e9db84fd-70f2-3a23-b986-0bfd0ca3ba08,https://apex.eurovision.tv/image/72f89c521e967bf89aa5859473cdbaca,Hilversum,Hilversum 1958,/event/hilversum-1958,1958
Lys Assia,Switzerland,24.0,10,2,SSR SRG,Paul Burkhard,e9db84fd-70f2-3a23-b986-0bfd0ca3ba08,final,a3b028d1-528e-3d82-8ec3-8cded1e3a94a,Giorgio,Fridolin Tschudi,,,,,,,,,,,,,,e9db84fd-70f2-3a23-b986-0bfd0ca3ba08,https://apex.eurovision.tv/image/72f89c521e967bf89aa5859473cdbaca,Hilversum,Hilversum 1958,/event/hilversum-1958,1958
Danièle Dupré,Luxembourg,8.0,2,4,CLT,Jean-Pierre Kemmer,e8f93be4-9eae-326b-b155-cde53d264e71,final,cd7382c5-ab0a-3c44-9149-c671f282a81c,Tant De Peine,Jacques Taber,,,,,,,,,,,,,,e8f93be4-9eae-326b-b155-cde53d264e71,https://apex.eurovision.tv/image/3b368e8bdb12109c244f7b11a0d5ce7d,Frankfurt am Main,Frankfurt am Main 1957,/event/frankfurt-1957,1957
Patricia Bredin,United Kingdom,6.0,3,7,BBC,Reynell Wreford,e8f93be4-9eae-326b-b155-cde53d264e71,final,5fd25da9-0fb7-3bd9-a48f-2d7de872a37b,All,Alan Stranks,,,,,,,,,,,,,,e8f93be4-9eae-326b-b155-cde53d264e71,https://apex.eurovision.tv/image/3b368e8bdb12109c244f7b11a0d5ce7d,Frankfurt am Main,Frankfurt am Main 1957,/event/frankfurt-1957,1957
Bob Martin,Austria,3.0,5,10,ORF,Kurt Svab,e8f93be4-9eae-326b-b155-cde53d264e71,final,41cc2be6-e667-31a7-9e09-5bf7ca88385e,"Wohin, Kleines Pony","Hans Werner, Kurt Svab",,,,,,,,,,,,,,e8f93be4-9eae-326b-b155-cde53d264e71,https://apex.eurovision.tv/image/3b368e8bdb12109c244f7b11a0d5ce7d,Frankfurt am Main,Frankfurt am Main 1957,/event/frankfurt-1957,1957
Margot Hielscher,Germany,8.0,7,4,ARD,Friedrich Meyer,e8f93be4-9eae-326b-b155-cde53d264e71,final,8895ac68-510b-3ea0-8dac-8b0249cf9546,"Telefon, Telefon",Ralph Maria Siegel,,,,,,,,,,,,,,e8f93be4-9eae-326b-b155-cde53d264e71,https://apex.eurovision.tv/image/3b368e8bdb12109c244f7b11a0d5ce7d,Frankfurt am Main,Frankfurt am Main 1957,/event/frankfurt-1957,1957
Paule Desjardins,France,17.0,8,2,RTF,Guy Lefarge,e8f93be4-9eae-326b-b155-cde53d264e71,final,6c00c407-17b4-3229-9327-04e37ef8cf50,La Belle Amour,Francis Carco,,,,,,,,,,,,,,e8f93be4-9eae-326b-b155-cde53d264e71,https://apex.eurovision.tv/image/3b368e8bdb12109c244f7b11a0d5ce7d,Frankfurt am Main,Frankfurt am Main 1957,/event/frankfurt-1957,1957
Birthe Wilke and Gustav Winckler,Denmark,10.0,9,3,DSR,Erik Fiehn,e8f93be4-9eae-326b-b155-cde53d264e71,final,99931cc1-7e58-3ff6-a8dc-626252ec6cf2,Skibet Skal Sejle I Nat,Paul Sörensen,,,,,,,,,,,,,,e8f93be4-9eae-326b-b155-cde53d264e71,https://apex.eurovision.tv/image/3b368e8bdb12109c244f7b11a0d5ce7d,Frankfurt am Main,Frankfurt am Main 1957,/event/frankfurt-1957,1957
Lys Assia,Switzerland,5.0,10,8,SSR SRG,Géo Voumard,e8f93be4-9eae-326b-b155-cde53d264e71,final,41128087-2b10-3552-b476-2b14fcb8ef27,L'enfant Que J'étais,Emile Gardaz,,,,,,,,,,,,,,e8f93be4-9eae-326b-b155-cde53d264e71,https://apex.eurovision.tv/image/3b368e8bdb12109c244f7b11a0d5ce7d,Frankfurt am Main,Frankfurt am Main 1957,/event/frankfurt-1957,1957
Jetty Paerl,The Netherlands,,1,2,NTS,Cor Lemaire,8d4899d5-189d-3478-85e4-76ff4af14738,final,9ce93738-d35e-3a87-a53b-1a0dedfb45fc,De Vogels Van Holland,Annie M. G. Schmidt,,,,,,,,,,,,,,8d4899d5-189d-3478-85e4-76ff4af14738,https://apex.eurovision.tv/image/919b24a120e77ebd4db23a570669cde7,Lugano,Lugano 1956,/event/lugano-1956,1956
Lys Assia,Switzerland,,2,2,SSR SRG,George Betz-Stahl,8d4899d5-189d-3478-85e4-76ff4af14738,final,5f997b60-1bd7-35f0-afae-a112dd3cd017,Das Alte Karussell,Fernando Paggi,,,,,,,,,,,,,,8d4899d5-189d-3478-85e4-76ff4af14738,https://apex.eurovision.tv/image/919b24a120e77ebd4db23a570669cde7,Lugano,Lugano 1956,/event/lugano-1956,1956
Fud Leclerc,Belgium,,3,2,INR,"Jean Miret, Jacques Say",8d4899d5-189d-3478-85e4-76ff4af14738,final,b01297fb-f18c-30c3-85b9-fefd7736cd22,Messieurs Les Noyés De La Seine,Robert Montal,,,,,,,,,,,,,,8d4899d5-189d-3478-85e4-76ff4af14738,https://apex.eurovision.tv/image/919b24a120e77ebd4db23a570669cde7,Lugano,Lugano 1956,/event/lugano-1956,1956
Mathé Altéry,France,,5,2,RTF,André Lodge,8d4899d5-189d-3478-85e4-76ff4af14738,final,239de9f3-4038-3ec2-b406-26999b9f264c,Le Temps Perdu,Rachèle Thoreau,,,,,,,,,,,,,,8d4899d5-189d-3478-85e4-76ff4af14738,https://apex.eurovision.tv/image/919b24a120e77ebd4db23a570669cde7,Lugano,Lugano 1956,/event/lugano-1956,1956
Corry Brokken,The Netherlands,,8,2,NTS,Jelle de Vries,8d4899d5-189d-3478-85e4-76ff4af14738,final,7e2c8cdc-8cbe-3588-bf3b-30fa2f3ac4db,Voorgoed Voorbij,Jelle de Vries,,,,,,,,,,,,,,8d4899d5-189d-3478-85e4-76ff4af14738,https://apex.eurovision.tv/image/919b24a120e77ebd4db23a570669cde7,Lugano,Lugano 1956,/event/lugano-1956,1956
Mony Marc,Belgium,,10,2,INR,Claude Alix,8d4899d5-189d-3478-85e4-76ff4af14738,final,289fedaf-66b6-33fb-9e5a-2d43a981c881,Le Plus Beau Jour De Ma Vie,David Bée,,,,,,,,,,,,,,8d4899d5-189d-3478-85e4-76ff4af14738,https://apex.eurovision.tv/image/919b24a120e77ebd4db23a570669cde7,Lugano,Lugano 1956,/event/lugano-1956,1956
Dany Dauberson,France,,12,2,RTF,Simone Vallauris,8d4899d5-189d-3478-85e4-76ff4af14738,final,749ce936-2354-30d4-bce0-590601be7004,Il Est Là,Simone Vallauris,,,,,,,,,,,,,,8d4899d5-189d-3478-85e4-76ff4af14738,https://apex.eurovision.tv/image/919b24a120e77ebd4db23a570669cde7,Lugano,Lugano 1956,/event/lugano-1956,1956
Evelina Sašenko,Lithuania,63.0,4,19,LRT,Paulius Zdanavičius,888687e1-8da0-3d6c-ab5a-ded1f7e9ac21,grand final,a121c2cc-0cb6-36de-9ea4-9a2aff855949,C'est Ma Vie,Andrius Kairys,,,,,,,,,,,,,,888687e1-8da0-3d6c-ab5a-ded1f7e9ac21,https://apex.eurovision.tv/image/06cbdc0fccf0ee34d77f90f0967c1254,Düsseldorf,Düsseldorf 2011,/event/dusseldorf-2011,2011
Kati Wolf,Hungary,53.0,5,22,MTV,"Viktor Rakonczai, Gergő Rácz",888687e1-8da0-3d6c-ab5a-ded1f7e9ac21,grand final,6c96e8b0-c23d-3fde-88a6-0d9f8d0d748d,What About My Dreams?,"Péter Geszti, Johnny K. Palmer",,,,,,,,,,,,,,888687e1-8da0-3d6c-ab5a-ded1f7e9ac21,https://apex.eurovision.tv/image/06cbdc0fccf0ee34d77f90f0967c1254,Düsseldorf,Düsseldorf 2011,/event/dusseldorf-2011,2011
Jedward,Ireland,119.0,6,8,RTÉ,"Daniel Priddy, Lars Halvor Jensen, Martin Michael Larsson",888687e1-8da0-3d6c-ab5a-ded1f7e9ac21,grand final,117e2f6e-f984-3e6c-af58-7324c1174c6a,Lipstick,"Daniel Priddy, Lars Halvor Jensen, Martin Michael Larsson",,,,,,,,,,,,,,888687e1-8da0-3d6c-ab5a-ded1f7e9ac21,https://apex.eurovision.tv/image/06cbdc0fccf0ee34d77f90f0967c1254,Düsseldorf,Düsseldorf 2011,/event/dusseldorf-2011,2011
Loucas Yiorkas feat. Stereo Mike,Greece,120.0,9,7,ERT,Giannis Christodoulopoulos,888687e1-8da0-3d6c-ab5a-ded1f7e9ac21,grand final,45700b30-3520-3729-ba3f-39f8b39ec45d,Watch My Dance,Eleana Vrachali,,,,,,,,,,,,,,888687e1-8da0-3d6c-ab5a-ded1f7e9ac21,https://apex.eurovision.tv/image/06cbdc0fccf0ee34d77f90f0967c1254,Düsseldorf,Düsseldorf 2011,/event/dusseldorf-2011,2011
Alexej Vorobjov,Russia,77.0,10,16,C1R,"Alexej Vorobjov, RedOne, AJ Junior, Bilal ""The Chef"", Eric Sanicola",888687e1-8da0-3d6c-ab5a-ded1f7e9ac21,grand final,2d277bee-ca39-3df5-b0c4-b8b3ee4de3d8,Get You,"Alexej Vorobjov, RedOne, AJ Junior, Bilal ""The Chef"", Eric Sanicola",,,,,,,,,,,,,,888687e1-8da0-3d6c-ab5a-ded1f7e9ac21,https://apex.eurovision.tv/image/06cbdc0fccf0ee34d77f90f0967c1254,Düsseldorf,Düsseldorf 2011,/event/dusseldorf-2011,2011
Raphael Gualazzi,Italy,189.0,12,2,RAI,Raffaele Gualazzi,888687e1-8da0-3d6c-ab5a-ded1f7e9ac21,grand final,1d659f47-91f4-338c-8a12-7bfb5537a6cd,Madness Of Love,Raffaele Gualazzi,,,,,,,,,,,,,,888687e1-8da0-3d6c-ab5a-ded1f7e9ac21,https://apex.eurovision.tv/image/06cbdc0fccf0ee34d77f90f0967c1254,Düsseldorf,Düsseldorf 2011,/event/dusseldorf-2011,2011
Lena,Germany,107.0,16,10,NDR,"Gus Seyffert, Nicole Morier, Monica Birkenes",888687e1-8da0-3d6c-ab5a-ded1f7e9ac21,grand final,031c316d-3676-3d06-a4a9-3e639878e711,Taken By A Stranger,"Gus Seyffert, Nicole Morier, Monica Birkenes",,,,,,,,,,,,,,888687e1-8da0-3d6c-ab5a-ded1f7e9ac21,https://apex.eurovision.tv/image/06cbdc0fccf0ee34d77f90f0967c1254,Düsseldorf,Düsseldorf 2011,/event/dusseldorf-2011,2011
Hotel FM,Romania,77.0,17,17,TVR,Gabriel Băruţa,888687e1-8da0-3d6c-ab5a-ded1f7e9ac21,grand final,41063b33-3a2c-3196-915a-ec6de47d3e33,Change,"Alexandra Ivan, Gabriel Băruţa",,,,,,,,,,,,,,888687e1-8da0-3d6c-ab5a-ded1f7e9ac21,https://apex.eurovision.tv/image/06cbdc0fccf0ee34d77f90f0967c1254,Düsseldorf,Düsseldorf 2011,/event/dusseldorf-2011,2011
Lucía Pérez,Spain,50.0,22,23,TVE,Rafael Artesero,888687e1-8da0-3d6c-ab5a-ded1f7e9ac21,grand final,c464f24e-2177-315b-9a99-daa902c449a4,Que Me Quiten Lo Bailao  -  They Can't Take The Fun Away From Me,Rafael Artesero,,,,,,,,,,,,,,888687e1-8da0-3d6c-ab5a-ded1f7e9ac21,https://apex.eurovision.tv/image/06cbdc0fccf0ee34d77f90f0967c1254,Düsseldorf,Düsseldorf 2011,/event/dusseldorf-2011,2011
Mika Newton,Ukraine,159.0,23,4,NTU,Ruslan Kvinta,888687e1-8da0-3d6c-ab5a-ded1f7e9ac21,grand final,839597ff-4aa6-3bc3-b4db-e19af2e7c533,Angel,Maryna Skomorohova,,,,,,,,,,,,,,888687e1-8da0-3d6c-ab5a-ded1f7e9ac21,https://apex.eurovision.tv/image/06cbdc0fccf0ee34d77f90f0967c1254,Düsseldorf,Düsseldorf 2011,/event/dusseldorf-2011,2011
Nina,Serbia,85.0,24,14,RTS,Kristina Kovač,888687e1-8da0-3d6c-ab5a-ded1f7e9ac21,grand final,0d55c465-3ff6-3ef5-8498-1bc4b8d5bc43,Čaroban,Kristina Kovač,,,,,,,,,,,,,,888687e1-8da0-3d6c-ab5a-ded1f7e9ac21,https://apex.eurovision.tv/image/06cbdc0fccf0ee34d77f90f0967c1254,Düsseldorf,Düsseldorf 2011,/event/dusseldorf-2011,2011
Daniel Diges,Spain,68.0,2,15,TVE,"Jesús Cañadilla, Luis Miguel de la Varga, Alberto Jodar, Daniel Diges",459089e7-dc8b-3af3-816c-e195d8a63533,grand final,c1637159-8401-3b80-b94c-ef0567eff292,Algo Pequeñito (Something Tiny),"Jesús Cañadilla, Luis Miguel de la Varga, Alberto Jodar, Daniel Diges",,,,,,,,,,,,,,459089e7-dc8b-3af3-816c-e195d8a63533,https://apex.eurovision.tv/image/2ef4dd5de1f60a3f6af99e9c34f259fa,Oslo,Oslo 2010,/event/oslo-2010,2010
Sunstroke Project & Olia Tira,Moldova,27.0,4,22,TRM,Anton Ragoza & Sergey Stepanov,459089e7-dc8b-3af3-816c-e195d8a63533,grand final,52fbf5d1-2b86-368a-8686-136ee25e306b,Run Away,Alina Galetskaya,,,,,,,,,,,,,,459089e7-dc8b-3af3-816c-e195d8a63533,https://apex.eurovision.tv/image/2ef4dd5de1f60a3f6af99e9c34f259fa,Oslo,Oslo 2010,/event/oslo-2010,2010
Vukašin Brajić,Bosnia & Herzegovina,51.0,6,17,BHRT,Dino Šaran,459089e7-dc8b-3af3-816c-e195d8a63533,grand final,8b13d062-7b92-33fc-abb9-176702d894c4,Thunder And Lightning,Dino Šaran,,,,,,,,,,,,,,459089e7-dc8b-3af3-816c-e195d8a63533,https://apex.eurovision.tv/image/2ef4dd5de1f60a3f6af99e9c34f259fa,Oslo,Oslo 2010,/event/oslo-2010,2010
Milan Stanković,Serbia,72.0,8,13,RTS,Goran Bregović,459089e7-dc8b-3af3-816c-e195d8a63533,grand final,4b986679-8f48-3a76-9be8-3df190668943,Ovo Je Balkan,"Goran Bregović, Marina Tucaković & Ljiljana Jorgovanović",,,,,,,,,,,,,,459089e7-dc8b-3af3-816c-e195d8a63533,https://apex.eurovision.tv/image/2ef4dd5de1f60a3f6af99e9c34f259fa,Oslo,Oslo 2010,/event/oslo-2010,2010
3+2,Belarus,18.0,9,24,BTRC,Maxim Fadeev,459089e7-dc8b-3af3-816c-e195d8a63533,grand final,bee3c153-ed29-3b71-8756-65bbccb7fc10,Butterflies,Malka Chaplin,,,,,,,,,,,,,,459089e7-dc8b-3af3-816c-e195d8a63533,https://apex.eurovision.tv/image/2ef4dd5de1f60a3f6af99e9c34f259fa,Oslo,Oslo 2010,/event/oslo-2010,2010
Niamh Kavanagh,Ireland,25.0,10,23,RTÉ,"Niall Mooney, Mårten Eriksson, Jonas Gladnikoff & Lina Eriksson",459089e7-dc8b-3af3-816c-e195d8a63533,grand final,3a2a9ba2-5bce-3f53-86cb-0028c85e4b4d,It's For You,"Niall Mooney, Mårten Eriksson, Jonas Gladnikoff & Lina Eriksson",,,,,,,,,,,,,,459089e7-dc8b-3af3-816c-e195d8a63533,https://apex.eurovision.tv/image/2ef4dd5de1f60a3f6af99e9c34f259fa,Oslo,Oslo 2010,/event/oslo-2010,2010
Giorgos Alkaios & Friends,Greece,140.0,11,8,ERT,Giorgos Alkaios,459089e7-dc8b-3af3-816c-e195d8a63533,grand final,41a0fedb-34b9-3555-aaab-44486faa1beb,OPA,Giannis Antoniou & Friends,,,,,,,,,,,,,,459089e7-dc8b-3af3-816c-e195d8a63533,https://apex.eurovision.tv/image/2ef4dd5de1f60a3f6af99e9c34f259fa,Oslo,Oslo 2010,/event/oslo-2010,2010
Josh,United Kingdom,10.0,12,25,BBC,"Pete Waterman, Mike Stock, Steve Crosby",459089e7-dc8b-3af3-816c-e195d8a63533,grand final,ab161d89-eaca-3818-86a3-5f3b3e1ae673,That Sounds Good To Me,"Pete Waterman, Mike Stock, Steve Crosby",,,,,,,,,,,,,,459089e7-dc8b-3af3-816c-e195d8a63533,https://apex.eurovision.tv/image/2ef4dd5de1f60a3f6af99e9c34f259fa,Oslo,Oslo 2010,/event/oslo-2010,2010
Juliana Pasha,Albania,62.0,15,16,RTSH,Ardit Gjebrea,459089e7-dc8b-3af3-816c-e195d8a63533,grand final,346fdfd6-9846-39ad-bba8-6a702ba8c657,It's All About You,Ardit Gjebrea & Pirro Çako,,,,,,,,,,,,,,459089e7-dc8b-3af3-816c-e195d8a63533,https://apex.eurovision.tv/image/2ef4dd5de1f60a3f6af99e9c34f259fa,Oslo,Oslo 2010,/event/oslo-2010,2010
Jessy Matador,France,82.0,18,12,France 3,H.Ducamin & J.Ballue,459089e7-dc8b-3af3-816c-e195d8a63533,grand final,040296eb-ba54-3aa9-98d3-dfa361aed4c9,Allez Olla Olé,H.Ducamin & J.Ballue,,,,,,,,,,,,,,459089e7-dc8b-3af3-816c-e195d8a63533,https://apex.eurovision.tv/image/2ef4dd5de1f60a3f6af99e9c34f259fa,Oslo,Oslo 2010,/event/oslo-2010,2010
Paula Seling & Ovi,Romania,162.0,19,3,TVR,Ovidiu Cernăuțeanu,459089e7-dc8b-3af3-816c-e195d8a63533,grand final,44f8af4f-9bad-3896-b276-aacabe055e6f,Playing With Fire,Ovidiu Cernăuțeanu,,,,,,,,,,,,,,459089e7-dc8b-3af3-816c-e195d8a63533,https://apex.eurovision.tv/image/2ef4dd5de1f60a3f6af99e9c34f259fa,Oslo,Oslo 2010,/event/oslo-2010,2010
Peter Nalitch & Friends,Russia,90.0,20,11,RTR,Peter Nalitch,459089e7-dc8b-3af3-816c-e195d8a63533,grand final,2149b46d-f02e-3c80-86b4-2c687da8a3a8,Lost And Forgotten,Peter Nalitch,,,,,,,,,,,,,,459089e7-dc8b-3af3-816c-e195d8a63533,https://apex.eurovision.tv/image/2ef4dd5de1f60a3f6af99e9c34f259fa,Oslo,Oslo 2010,/event/oslo-2010,2010
Eva Rivas,Armenia,141.0,21,7,AMPTV,Armen Martirosyan,459089e7-dc8b-3af3-816c-e195d8a63533,grand final,b6473a53-a5fd-3a7a-b952-5dc6031f0886,Apricot Stone,Karen Kavaleryan,,,,,,,,,,,,,,459089e7-dc8b-3af3-816c-e195d8a63533,https://apex.eurovision.tv/image/2ef4dd5de1f60a3f6af99e9c34f259fa,Oslo,Oslo 2010,/event/oslo-2010,2010
Filipa Azevedo,Portugal,43.0,23,18,RTP,Augusto Madureira,459089e7-dc8b-3af3-816c-e195d8a63533,grand final,d7acea0a-9d25-30de-8f85-7bbafaed472a,Há Dias Assim,Augusto Madureira,,,,,,,,,,,,,,459089e7-dc8b-3af3-816c-e195d8a63533,https://apex.eurovision.tv/image/2ef4dd5de1f60a3f6af99e9c34f259fa,Oslo,Oslo 2010,/event/oslo-2010,2010
Chanée & N'evergreen,Denmark,149.0,25,4,DR,"Thomas G:son, Henrik Sethsson & Erik Bernholm",459089e7-dc8b-3af3-816c-e195d8a63533,grand final,46a626a1-c300-3ccb-ad54-b396cb1b3f4e,In A Moment Like This,"Thomas G:son, Henrik Sethsson & Erik Bernholm",,,,,,,,,,,,,,459089e7-dc8b-3af3-816c-e195d8a63533,https://apex.eurovision.tv/image/2ef4dd5de1f60a3f6af99e9c34f259fa,Oslo,Oslo 2010,/event/oslo-2010,2010
Sasha Son,Lithuania,23.0,1,23,LRT,Dmitrij Šavrov (Sasha Son),fa0099a0-6a5e-3a2e-913f-5e19be93c801,grand final,7e5b71a2-707f-333b-83b4-70ee3bec41d9,Love,Dmitrij Šavrov (Sasha Son),,,,,,,,,,,,,,fa0099a0-6a5e-3a2e-913f-5e19be93c801,https://apex.eurovision.tv/image/a1834353e3c7e15f795811fbf6e284b7,Moscow,Moscow 2009,/event/moscow-2009,2009
Noa & Mira Awad,Israel,53.0,2,16,IBA,"Noa, Mira Awad, Gil Dor",fa0099a0-6a5e-3a2e-913f-5e19be93c801,grand final,8e9ecf71-b129-39d8-aa44-7c75e8aaf07f,There Must Be Another Way,"Noa, Mira Awad, Gil Dor",,,,,,,,,,,,,,fa0099a0-6a5e-3a2e-913f-5e19be93c801,https://apex.eurovision.tv/image/a1834353e3c7e15f795811fbf6e284b7,Moscow,Moscow 2009,/event/moscow-2009,2009
Igor Cukrov feat. Andrea,Croatia,45.0,5,18,HRT,Tonči Huljić,fa0099a0-6a5e-3a2e-913f-5e19be93c801,grand final,1c602809-9cdc-3ab3-b8cd-67df19f4cbbb,Lijepa Tena,Vjekoslava Huljić,,,,,,,,,,,,,,fa0099a0-6a5e-3a2e-913f-5e19be93c801,https://apex.eurovision.tv/image/a1834353e3c7e15f795811fbf6e284b7,Moscow,Moscow 2009,/event/moscow-2009,2009
Anastasia Prikhodko,Russia,91.0,10,11,C1R,Konstantin Meladzé,fa0099a0-6a5e-3a2e-913f-5e19be93c801,grand final,f10ee160-0845-3eda-8da4-c1a008981fab,Mamo,"Konstantin Meladzé, Diana Golde",,,,,,,,,,,,,,fa0099a0-6a5e-3a2e-913f-5e19be93c801,https://apex.eurovision.tv/image/a1834353e3c7e15f795811fbf6e284b7,Moscow,Moscow 2009,/event/moscow-2009,2009
AySel & Arash,Azerbaijan,207.0,11,3,İctimai,"Arash Labaf, Robert Uhlmann, Johan Bejerholm, Marcus Englof, Alex Papaconstantinou",fa0099a0-6a5e-3a2e-913f-5e19be93c801,grand final,234325ab-31be-333c-807f-16106dfd6dc4,Always,"Arash Labaf, Robert Uhlmann, Elin Wrethov, Anderz Wrethov",,,,,,,,,,,,,,fa0099a0-6a5e-3a2e-913f-5e19be93c801,https://apex.eurovision.tv/image/a1834353e3c7e15f795811fbf6e284b7,Moscow,Moscow 2009,/event/moscow-2009,2009
Nelly Ciobanu,Moldova,69.0,13,14,TRM,Veaceslav Daniliuc,fa0099a0-6a5e-3a2e-913f-5e19be93c801,grand final,02813cde-ca19-3d02-8f95-94c1ea053eaa,Hora Din Moldova,Nelly Ciobanu,,,,,,,,,,,,,,fa0099a0-6a5e-3a2e-913f-5e19be93c801,https://apex.eurovision.tv/image/a1834353e3c7e15f795811fbf6e284b7,Moscow,Moscow 2009,/event/moscow-2009,2009
Brinck,Denmark,74.0,16,13,DR,"Lars Halvor Jensen, Martin Michael Larsson, Ronan Keating",fa0099a0-6a5e-3a2e-913f-5e19be93c801,grand final,b9fc7a4b-ee32-32d0-b509-de4ef2f09457,Believe Again,"Lars Halvor Jensen, Martin Michael Larsson, Ronan Keating",,,,,,,,,,,,,,fa0099a0-6a5e-3a2e-913f-5e19be93c801,https://apex.eurovision.tv/image/a1834353e3c7e15f795811fbf6e284b7,Moscow,Moscow 2009,/event/moscow-2009,2009
Kejsi Tola,Albania,48.0,19,17,RTSH,Edmond Zhulali,fa0099a0-6a5e-3a2e-913f-5e19be93c801,grand final,10435a1f-7545-30d3-8666-f61df125340c,Carry Me In Your Dreams,Agim Doçi,,,,,,,,,,,,,,fa0099a0-6a5e-3a2e-913f-5e19be93c801,https://apex.eurovision.tv/image/a1834353e3c7e15f795811fbf6e284b7,Moscow,Moscow 2009,/event/moscow-2009,2009
Svetlana Loboda,Ukraine,76.0,21,12,NTU,Svetlana Loboda,fa0099a0-6a5e-3a2e-913f-5e19be93c801,grand final,59977ddf-fa13-3a74-b03e-4bbc25188689,Be my Valentine! (Anti-crisis Girl),Yevgeny Matyushenko,,,,,,,,,,,,,,fa0099a0-6a5e-3a2e-913f-5e19be93c801,https://apex.eurovision.tv/image/a1834353e3c7e15f795811fbf6e284b7,Moscow,Moscow 2009,/event/moscow-2009,2009
Jade Ewen,United Kingdom,173.0,23,5,BBC,Andrew Lloyd Webber and Diane Warren,fa0099a0-6a5e-3a2e-913f-5e19be93c801,grand final,2e15653a-cf6f-362c-b6be-ddf28b8edc84,It's My Time,Andrew Lloyd Webber and Diane Warren,,,,,,,,,,,,,,fa0099a0-6a5e-3a2e-913f-5e19be93c801,https://apex.eurovision.tv/image/a1834353e3c7e15f795811fbf6e284b7,Moscow,Moscow 2009,/event/moscow-2009,2009
Soraya,Spain,23.0,25,24,TVE,"Jason Gill, Dimitri Stassos, Irini Michas",fa0099a0-6a5e-3a2e-913f-5e19be93c801,grand final,edb9ace5-03f9-33e3-beba-cba83e07fff0,La Noche Es Para Mí (The Night Is For Me),Felipe Pedroso,,,,,,,,,,,,,,fa0099a0-6a5e-3a2e-913f-5e19be93c801,https://apex.eurovision.tv/image/a1834353e3c7e15f795811fbf6e284b7,Moscow,Moscow 2009,/event/moscow-2009,2009
