artist,country,points,performance_order,ranking,broadcaster,composers,contest_id,final_type,id,song,writers,spotify_id,acousticness,danceability,duration,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,contest_id_2,img_src,location,name,url,year
Dora,Portugal,28.0,20,14,RTP,"Guilherme Inês, Zé da Ponte, Luis Oliveira",0ee2efac-f244-3b1d-894f-7d1ebfb873ec,final,59ebf887-f4a6-304f-9d1a-5230e4657055,Não Sejas Mau Para Mim,-,,,,,,,,,,,,,,0ee2efac-f244-3b1d-894f-7d1ebfb873ec,https://apex.eurovision.tv/image/d6d3e1caaa7863f5f896dc7bc94bdf21,Bergen,Bergen 1986,/event/bergen-1986,1986
Maria Christian,Ireland,91.0,1,6,RTÉ,Brendan J. Graham,5af8fd18-5f4b-3229-9327-ea0ae9cb8d66,final,19a3b5cc-af91-3a19-af33-2e456430d1f1,Wait Until The Weekend Comes,-,,,,,,,,,,,,,,5af8fd18-5f4b-3229-9327-ea0ae9cb8d66,https://apex.eurovision.tv/image/4aab408a7911b4fb98d50ebd7265b7d6,Gothenburg,Gothenburg 1985,/event/gothenburg-1985,1985
Lia Vishy,Cyprus,15.0,3,16,CyBC,Lia Vishy-Piliouri,5af8fd18-5f4b-3229-9327-ea0ae9cb8d66,final,d8369025-0a05-3cc2-a41d-1f9616272e51,To Katalava Arga,-,,,,,,,,,,,,,,5af8fd18-5f4b-3229-9327-ea0ae9cb8d66,https://apex.eurovision.tv/image/4aab408a7911b4fb98d50ebd7265b7d6,Gothenburg,Gothenburg 1985,/event/gothenburg-1985,1985
Hot Eyes,Denmark,41.0,4,11,DR,Søren Bundgård,5af8fd18-5f4b-3229-9327-ea0ae9cb8d66,final,fb218ed0-5651-376c-85d7-5baa15d6d146,Sku' Du Spør Fra No'n,Keld Heick,,,,,,,,,,,,,,5af8fd18-5f4b-3229-9327-ea0ae9cb8d66,https://apex.eurovision.tv/image/4aab408a7911b4fb98d50ebd7265b7d6,Gothenburg,Gothenburg 1985,/event/gothenburg-1985,1985
Roger Bens,France,56.0,6,10,A2F,Didier Pascalis,5af8fd18-5f4b-3229-9327-ea0ae9cb8d66,final,21a8e7fb-9ad9-3fe8-a55c-0add3746da68,Femme Dans Ses Rêves Aussi,-,,,,,,,,,,,,,,5af8fd18-5f4b-3229-9327-ea0ae9cb8d66,https://apex.eurovision.tv/image/4aab408a7911b4fb98d50ebd7265b7d6,Gothenburg,Gothenburg 1985,/event/gothenburg-1985,1985
MFÖ,Turkey,36.0,7,14,TRT,"Mazhar Alanson, Fuat Güner, Özkan Ugur",5af8fd18-5f4b-3229-9327-ea0ae9cb8d66,final,7898832d-debe-3fc0-98b7-63e53876b21c,Di Dai Di Dai Dai (a'sik Oldum),-,,,,,,,,,,,,,,5af8fd18-5f4b-3229-9327-ea0ae9cb8d66,https://apex.eurovision.tv/image/4aab408a7911b4fb98d50ebd7265b7d6,Gothenburg,Gothenburg 1985,/event/gothenburg-1985,1985
Linda Lepomme,Belgium,7.0,8,19,BRT,Pieter Verlinden,5af8fd18-5f4b-3229-9327-ea0ae9cb8d66,final,7bcf9689-0526-3334-aa55-b0eb7f51a954,Laat Me Nu Gaan,Bert Vivier,,,,,,,,,,,,,,5af8fd18-5f4b-3229-9327-ea0ae9cb8d66,https://apex.eurovision.tv/image/4aab408a7911b4fb98d50ebd7265b7d6,Gothenburg,Gothenburg 1985,/event/gothenburg-1985,1985
Izhar Cohen,Israel,93.0,11,5,IBA,Kobi Oshrat,5af8fd18-5f4b-3229-9327-ea0ae9cb8d66,final,92378202-dfc0-3360-ae2f-2b2e33ecd023,Olé Olé,Hamutal Ben Ze'ev,,,,,,,,,,,,,,5af8fd18-5f4b-3229-9327-ea0ae9cb8d66,https://apex.eurovision.tv/image/4aab408a7911b4fb98d50ebd7265b7d6,Gothenburg,Gothenburg 1985,/event/gothenburg-1985,1985
Mariella Farré and Pino Gasparini,Switzerland,39.0,15,12,SSR SRG,Anita Kerr,5af8fd18-5f4b-3229-9327-ea0ae9cb8d66,final,75f09928-ed0c-3187-ae2a-836988822ba8,Piano Piano,Trudi Müller-Bosshard,,,,,,,,,,,,,,5af8fd18-5f4b-3229-9327-ea0ae9cb8d66,https://apex.eurovision.tv/image/4aab408a7911b4fb98d50ebd7265b7d6,Gothenburg,Gothenburg 1985,/event/gothenburg-1985,1985
"Margo, Franck Olivier, Diane Solomon, Ireen Sheer, Malcolm Roberts and Chris Roberts",Luxembourg,37.0,18,13,CLT,Ralph Siegel,5af8fd18-5f4b-3229-9327-ea0ae9cb8d66,final,6bca82b6-9d4a-38d6-a49e-2f82d198291b,"Children, Kinder, Enfants","Bernd Meinunger, Jean-Michel Bériat",,,,,,,,,,,,,,5af8fd18-5f4b-3229-9327-ea0ae9cb8d66,https://apex.eurovision.tv/image/4aab408a7911b4fb98d50ebd7265b7d6,Gothenburg,Gothenburg 1985,/event/gothenburg-1985,1985
Takis Biniaris,Greece,15.0,19,16,ERT,Takis Biniaris,5af8fd18-5f4b-3229-9327-ea0ae9cb8d66,final,1b15a3a8-e329-309d-97f1-9e5b2e697ec2,Miazoume,Maro Bizani,,,,,,,,,,,,,,5af8fd18-5f4b-3229-9327-ea0ae9cb8d66,https://apex.eurovision.tv/image/4aab408a7911b4fb98d50ebd7265b7d6,Gothenburg,Gothenburg 1985,/event/gothenburg-1985,1985
Herrey's,Sweden,145.0,1,1,SVT,Torgny Söderberg,c5b4fbcc-6648-31d0-bddc-81188d66a68c,final,f158635b-572b-3faa-be94-26d3945737a2,Diggi-loo Diggy-ley,Britt Lindeborg,,,,,,,,,,,,,,c5b4fbcc-6648-31d0-bddc-81188d66a68c,https://apex.eurovision.tv/image/b5383d49392982de23288a0cc52765d3,Luxembourg,Luxembourg 1984,/event/luxembourg-1984,1984
Sophie Carle,Luxembourg,39.0,2,10,CLT,Jean-Pierre Goussaud,c5b4fbcc-6648-31d0-bddc-81188d66a68c,final,fd6fdc11-6584-3636-a5d5-28117e563cfc,100% D'amour,"Jean-Michel Bériat, Patrick Jaymes",,,,,,,,,,,,,,c5b4fbcc-6648-31d0-bddc-81188d66a68c,https://apex.eurovision.tv/image/b5383d49392982de23288a0cc52765d3,Luxembourg,Luxembourg 1984,/event/luxembourg-1984,1984
Annick Thoumazeau,France,61.0,3,8,A2F,Vladimir Cosma,c5b4fbcc-6648-31d0-bddc-81188d66a68c,final,1d6bff95-e52d-3941-b7f0-fbe9b535aacd,Autant D'amoureux Que D'étoiles,Charles Level,,,,,,,,,,,,,,c5b4fbcc-6648-31d0-bddc-81188d66a68c,https://apex.eurovision.tv/image/b5383d49392982de23288a0cc52765d3,Luxembourg,Luxembourg 1984,/event/luxembourg-1984,1984
Belle and the Devotions,United Kingdom,63.0,6,7,BBC,"Paul Curtis, Graham Sacher",c5b4fbcc-6648-31d0-bddc-81188d66a68c,final,39bf0d5d-a61b-3d23-ad00-061b4ac30213,Love Games,"Paul Curtis, Graham Sacher",,,,,,,,,,,,,,c5b4fbcc-6648-31d0-bddc-81188d66a68c,https://apex.eurovision.tv/image/b5383d49392982de23288a0cc52765d3,Luxembourg,Luxembourg 1984,/event/luxembourg-1984,1984
Andy Paul,Cyprus,31.0,7,15,CyBC,Andy Paul,c5b4fbcc-6648-31d0-bddc-81188d66a68c,final,dd615b06-b076-35a0-8f18-d169def0eadf,Anna Mari-elena,Andy Paul,,,,,,,,,,,,,,c5b4fbcc-6648-31d0-bddc-81188d66a68c,https://apex.eurovision.tv/image/b5383d49392982de23288a0cc52765d3,Luxembourg,Luxembourg 1984,/event/luxembourg-1984,1984
Hot Eyes,Denmark,101.0,10,4,DR,Søren Bundgård,c5b4fbcc-6648-31d0-bddc-81188d66a68c,final,c5abb9e2-e17f-342c-93a7-84e34b36b099,Det' Lige Det,Keld Heick,,,,,,,,,,,,,,c5b4fbcc-6648-31d0-bddc-81188d66a68c,https://apex.eurovision.tv/image/b5383d49392982de23288a0cc52765d3,Luxembourg,Luxembourg 1984,/event/luxembourg-1984,1984
Vlado and Isolda,Yugoslavia,26.0,12,18,JRT,Slobodan Bucevac,c5b4fbcc-6648-31d0-bddc-81188d66a68c,final,2a01f887-28fb-3df1-bd1d-b77db21cb045,Ciao Amore,Milan Peric,,,,,,,,,,,,,,c5b4fbcc-6648-31d0-bddc-81188d66a68c,https://apex.eurovision.tv/image/b5383d49392982de23288a0cc52765d3,Luxembourg,Luxembourg 1984,/event/luxembourg-1984,1984
"Bes Yil Önce, On Yil Sonra",Turkey,37.0,15,12,TRT,Selcuk Basar,c5b4fbcc-6648-31d0-bddc-81188d66a68c,final,41a8299b-4dde-369f-a4c2-d752f8c1334c,Halay,Ulku Aker,,,,,,,,,,,,,,c5b4fbcc-6648-31d0-bddc-81188d66a68c,https://apex.eurovision.tv/image/b5383d49392982de23288a0cc52765d3,Luxembourg,Luxembourg 1984,/event/luxembourg-1984,1984
Rainy Day,Switzerland,30.0,17,16,SSR SRG,Günter Loose,c5b4fbcc-6648-31d0-bddc-81188d66a68c,final,71d7c66c-2d94-31a7-8f40-8215fdd03fe2,Welche Farbe Hat Der Sonnenschein,Gunter Loose,,,,,,,,,,,,,,c5b4fbcc-6648-31d0-bddc-81188d66a68c,https://apex.eurovision.tv/image/b5383d49392982de23288a0cc52765d3,Luxembourg,Luxembourg 1984,/event/luxembourg-1984,1984
Alice and Battiato,Italy,70.0,18,5,RAI,Franco Battiato,c5b4fbcc-6648-31d0-bddc-81188d66a68c,final,58e1e6c7-44b0-3541-b99b-68448db9e289,I Treni Di Tozeur,Rosario Consentino,,,,,,,,,,,,,,c5b4fbcc-6648-31d0-bddc-81188d66a68c,https://apex.eurovision.tv/image/b5383d49392982de23288a0cc52765d3,Luxembourg,Luxembourg 1984,/event/luxembourg-1984,1984
Maria Guinot,Portugal,38.0,19,11,RTP,Maria Guinot,c5b4fbcc-6648-31d0-bddc-81188d66a68c,final,ebd94362-188a-3bbb-b469-93681664e2d6,Silêncio E Tanta Gente,Maria Guinot,,,,,,,,,,,,,,c5b4fbcc-6648-31d0-bddc-81188d66a68c,https://apex.eurovision.tv/image/b5383d49392982de23288a0cc52765d3,Luxembourg,Luxembourg 1984,/event/luxembourg-1984,1984
Sweet Dreams,United Kingdom,79.0,3,6,BBC,"Ron Roker, Jan Pulsford, Phil Wigger",639d954b-c051-3315-a8e3-c2b612b1911d,final,4e9a2965-13cc-362a-8bdd-1b551ac49e64,I'm Never Giving Up,"Ron Roker, Jan Pulsford, Phil Wigger",,,,,,,,,,,,,,639d954b-c051-3315-a8e3-c2b612b1911d,https://apex.eurovision.tv/image/4bf1f1ec00299c736d593ac3fc917cca,Munich,Munich 1983,/event/munich-1983,1983
Çetin Alp and the Short Wave,Turkey,,6,19,TRT,Bugra Ugur,639d954b-c051-3315-a8e3-c2b612b1911d,final,d42c587d-a097-35b0-b101-bbc6d2c00e17,Opera,Aysel Gürel,,,,,,,,,,,,,,639d954b-c051-3315-a8e3-c2b612b1911d,https://apex.eurovision.tv/image/4bf1f1ec00299c736d593ac3fc917cca,Munich,Munich 1983,/event/munich-1983,1983
Mariella Farré,Switzerland,28.0,8,15,SSR SRG,"Thomas Gonzenbach, Remo Kessler",639d954b-c051-3315-a8e3-c2b612b1911d,final,36d2366f-805f-3d79-a9f1-e33bb358e35a,Io Così Non Ci Sto,Nella Martinetti,,,,,,,,,,,,,,639d954b-c051-3315-a8e3-c2b612b1911d,https://apex.eurovision.tv/image/4bf1f1ec00299c736d593ac3fc917cca,Munich,Munich 1983,/event/munich-1983,1983
Christie Stassinopoulou,Greece,32.0,10,14,ERT,Antonis Plessas,639d954b-c051-3315-a8e3-c2b612b1911d,final,f6670345-3608-3059-8fe5-5585e0ae0ccb,Mou Les,Sophia Fildissi,,,,,,,,,,,,,,639d954b-c051-3315-a8e3-c2b612b1911d,https://apex.eurovision.tv/image/4bf1f1ec00299c736d593ac3fc917cca,Munich,Munich 1983,/event/munich-1983,1983
Bernadette,The Netherlands,66.0,11,7,NOS,Piet Souer,639d954b-c051-3315-a8e3-c2b612b1911d,final,6bd954c6-7155-36d9-9f22-81bbffc3154f,Sing Me A Song,Martin Duiser,,,,,,,,,,,,,,639d954b-c051-3315-a8e3-c2b612b1911d,https://apex.eurovision.tv/image/4bf1f1ec00299c736d593ac3fc917cca,Munich,Munich 1983,/event/munich-1983,1983
Danijel,Yugoslavia,125.0,12,4,JRT,Danijel Popovic,639d954b-c051-3315-a8e3-c2b612b1911d,final,0bf1a842-f6c3-356d-ac7c-539877b96661,Dzuli,Mario Mihaljevic,,,,,,,,,,,,,,639d954b-c051-3315-a8e3-c2b612b1911d,https://apex.eurovision.tv/image/4bf1f1ec00299c736d593ac3fc917cca,Munich,Munich 1983,/event/munich-1983,1983
Stavros and Constantina,Cyprus,26.0,13,16,CyBC,Stavros Sideras,639d954b-c051-3315-a8e3-c2b612b1911d,final,3c1fc01f-1218-3e17-93ce-64e20b0e2acd,I Agapi Akoma Zi,Stavros Sideras,,,,,,,,,,,,,,639d954b-c051-3315-a8e3-c2b612b1911d,https://apex.eurovision.tv/image/4bf1f1ec00299c736d593ac3fc917cca,Munich,Munich 1983,/event/munich-1983,1983
Hoffmann und Hoffmann,Germany,94.0,14,5,ARD,Michael Reinecke,639d954b-c051-3315-a8e3-c2b612b1911d,final,76fd518f-1acf-36d3-bb9b-c3aa47296e06,Rücksicht,Volker Lechtenbrink,,,,,,,,,,,,,,639d954b-c051-3315-a8e3-c2b612b1911d,https://apex.eurovision.tv/image/4bf1f1ec00299c736d593ac3fc917cca,Munich,Munich 1983,/event/munich-1983,1983
Gry Johansen,Denmark,16.0,15,17,DR,"Flemming Gernyx, Christian Jacobsen, Lars Christensen",639d954b-c051-3315-a8e3-c2b612b1911d,final,93224bf7-5a5b-33d6-9a35-aefa3c852d28,Kloden Drejer,"Flemming Gernyx, Christian Jacobsen",,,,,,,,,,,,,,639d954b-c051-3315-a8e3-c2b612b1911d,https://apex.eurovision.tv/image/4bf1f1ec00299c736d593ac3fc917cca,Munich,Munich 1983,/event/munich-1983,1983
Pas de Deux,Belgium,13.0,19,18,BRT,Walter Verdin,639d954b-c051-3315-a8e3-c2b612b1911d,final,b008b58e-70a7-3731-a193-d0a9ec6768bb,Rendez-vous,Paul Peyskens,,,,,,,,,,,,,,639d954b-c051-3315-a8e3-c2b612b1911d,https://apex.eurovision.tv/image/4bf1f1ec00299c736d593ac3fc917cca,Munich,Munich 1983,/event/munich-1983,1983
Corinne Hermès,Luxembourg,142.0,20,1,CLT,Jean-Pierre Millers,639d954b-c051-3315-a8e3-c2b612b1911d,final,f25b3b97-f236-37f9-84a1-e107b18db259,Si La Vie Est Cadeau,Alain Garcia,,,,,,,,,,,,,,639d954b-c051-3315-a8e3-c2b612b1911d,https://apex.eurovision.tv/image/4bf1f1ec00299c736d593ac3fc917cca,Munich,Munich 1983,/event/munich-1983,1983
Svetlana,Luxembourg,78.0,2,6,CLT,Cyril Assous,5c4ccb6f-33ba-312b-90fc-789e82bae93f,final,f9a26b84-65e6-3679-bfba-973016ef6b6f,Cour Apres Le Temps,Michel Jouveaux,,,,,,,,,,,,,,5c4ccb6f-33ba-312b-90fc-789e82bae93f,https://apex.eurovision.tv/image/5f38d0b4257f0a07aad861fdd083466e,Harrogate,Harrogate 1982,/event/harrogate-1982,1982
Jahn Teigen and Anita Skorgan,Norway,40.0,3,12,NRK,Jahn Teigen,5c4ccb6f-33ba-312b-90fc-789e82bae93f,final,94e43f1e-0c90-3e3c-8694-0982a5abfcfb,Adieu,Herodes Falsk,,,,,,,,,,,,,,5c4ccb6f-33ba-312b-90fc-789e82bae93f,https://apex.eurovision.tv/image/5f38d0b4257f0a07aad861fdd083466e,Harrogate,Harrogate 1982,/event/harrogate-1982,1982
Kojo,Finland,,6,18,YLE,Juice Leskinen,5c4ccb6f-33ba-312b-90fc-789e82bae93f,final,195c55aa-fe6b-351f-8f28-7be5a6c6ac68,Nuku Pommiin,Jim Pembroke,,,,,,,,,,,,,,5c4ccb6f-33ba-312b-90fc-789e82bae93f,https://apex.eurovision.tv/image/5f38d0b4257f0a07aad861fdd083466e,Harrogate,Harrogate 1982,/event/harrogate-1982,1982
Arlette Zola,Switzerland,97.0,7,3,SSR SRG,Alain Morisod,5c4ccb6f-33ba-312b-90fc-789e82bae93f,final,55f4e07a-c98d-366a-b650-28dbd865fc1c,Amour On T'aime,Pierre Alain,,,,,,,,,,,,,,5c4ccb6f-33ba-312b-90fc-789e82bae93f,https://apex.eurovision.tv/image/5f38d0b4257f0a07aad861fdd083466e,Harrogate,Harrogate 1982,/event/harrogate-1982,1982
Anna Vishy,Cyprus,85.0,8,5,CyBC,Anna Vishy,5c4ccb6f-33ba-312b-90fc-789e82bae93f,final,5fdea3e5-0853-3fcb-82a6-f15b2c136992,Mono I Agapi,Anna Vishy,,,,,,,,,,,,,,5c4ccb6f-33ba-312b-90fc-789e82bae93f,https://apex.eurovision.tv/image/5f38d0b4257f0a07aad861fdd083466e,Harrogate,Harrogate 1982,/event/harrogate-1982,1982
Stella,Belgium,96.0,11,4,RTBF,"Fred Bekky, Rony Brack, Bobott",5c4ccb6f-33ba-312b-90fc-789e82bae93f,final,ca78d168-3592-361a-a51f-25cc3e8a1f2a,Si Tu Aimes Ma Musique,"Jo May, Bobott",,,,,,,,,,,,,,5c4ccb6f-33ba-312b-90fc-789e82bae93f,https://apex.eurovision.tv/image/5f38d0b4257f0a07aad861fdd083466e,Harrogate,Harrogate 1982,/event/harrogate-1982,1982
Bill van Dijk,The Netherlands,8.0,16,16,NOS,Dick Bakker,5c4ccb6f-33ba-312b-90fc-789e82bae93f,final,72fd3b83-cbd9-3283-86da-e2738e0f1f18,Jij En Ik,Liselore Gerritsen,,,,,,,,,,,,,,5c4ccb6f-33ba-312b-90fc-789e82bae93f,https://apex.eurovision.tv/image/5f38d0b4257f0a07aad861fdd083466e,Harrogate,Harrogate 1982,/event/harrogate-1982,1982
Marty Brem,Austria,20.0,1,17,ORF,Werner Böhmler,af994e99-ae77-3711-ba46-d1e743758ab4,final,2a5890eb-2ede-320f-bce9-14b22a443ed9,Wenn Du Da Bist,-,,,,,,,,,,,,,,af994e99-ae77-3711-ba46-d1e743758ab4,https://apex.eurovision.tv/image/f78ab4da53713ff7df10dca8df63637c,Dublin,Dublin 1981,/event/dublin-1981,1981
Modern Folk Trio and Aysegül,Turkey,9.0,2,18,TRT,Ali Kocatepe,af994e99-ae77-3711-ba46-d1e743758ab4,final,f788dded-5c78-3ff4-a41b-bb92b1ab1526,Dönme Dolap,-,,,,,,,,,,,,,,af994e99-ae77-3711-ba46-d1e743758ab4,https://apex.eurovision.tv/image/f78ab4da53713ff7df10dca8df63637c,Dublin,Dublin 1981,/event/dublin-1981,1981
Lena Valaitis,Germany,132.0,3,2,ARD,Ralph Siegel,af994e99-ae77-3711-ba46-d1e743758ab4,final,ac91232b-d049-3e9e-ab5d-1009fa658532,Johnny Blue,Bernd Meinunger,,,,,,,,,,,,,,af994e99-ae77-3711-ba46-d1e743758ab4,https://apex.eurovision.tv/image/f78ab4da53713ff7df10dca8df63637c,Dublin,Dublin 1981,/event/dublin-1981,1981
Jean-Claude Pascal,Luxembourg,41.0,4,11,CLT,"Sophie Makhno, Jean-Claude Villemino",af994e99-ae77-3711-ba46-d1e743758ab4,final,4699c305-895b-3ae6-ac2b-9eee7ee7fe08,C'est Peut-être Pas L'amérique,-,,,,,,,,,,,,,,af994e99-ae77-3711-ba46-d1e743758ab4,https://apex.eurovision.tv/image/f78ab4da53713ff7df10dca8df63637c,Dublin,Dublin 1981,/event/dublin-1981,1981
Habibi,Israel,56.0,5,7,IBA,Shuki Levi,af994e99-ae77-3711-ba46-d1e743758ab4,final,7e737bd7-7c84-3852-a870-c87e241c02bf,Halaylah,"Shlomit Aharon, Yuval Dor",,,,,,,,,,,,,,af994e99-ae77-3711-ba46-d1e743758ab4,https://apex.eurovision.tv/image/f78ab4da53713ff7df10dca8df63637c,Dublin,Dublin 1981,/event/dublin-1981,1981
Debbie Cameron and Tommy Seebach,Denmark,41.0,6,11,DR,Tommy Seebach,af994e99-ae77-3711-ba46-d1e743758ab4,final,d06f0fa9-e96b-3f3f-babf-d45283b3e632,Krøller Eller Ej,Keld Heick,,,,,,,,,,,,,,af994e99-ae77-3711-ba46-d1e743758ab4,https://apex.eurovision.tv/image/f78ab4da53713ff7df10dca8df63637c,Dublin,Dublin 1981,/event/dublin-1981,1981
Jean Gabilou,France,125.0,9,3,TF1,Jean-Paul Cara,af994e99-ae77-3711-ba46-d1e743758ab4,final,5f5395f1-84d1-3ade-a0bb-550177319d4c,Humanahum,Joel Gracy,,,,,,,,,,,,,,af994e99-ae77-3711-ba46-d1e743758ab4,https://apex.eurovision.tv/image/f78ab4da53713ff7df10dca8df63637c,Dublin,Dublin 1981,/event/dublin-1981,1981
Linda Williams,The Netherlands,51.0,11,9,NOS,Cees de Wit,af994e99-ae77-3711-ba46-d1e743758ab4,final,17ae1df5-90f3-3935-b1de-b4d302543732,Het Is Een Wonder,Bart van de Laar,,,,,,,,,,,,,,af994e99-ae77-3711-ba46-d1e743758ab4,https://apex.eurovision.tv/image/f78ab4da53713ff7df10dca8df63637c,Dublin,Dublin 1981,/event/dublin-1981,1981
Carlos Paião,Portugal,9.0,15,18,RTP,Carlos Paião,af994e99-ae77-3711-ba46-d1e743758ab4,final,3cff50f2-0c1d-3426-91e6-37f42687f0aa,Play-back,-,,,,,,,,,,,,,,af994e99-ae77-3711-ba46-d1e743758ab4,https://apex.eurovision.tv/image/f78ab4da53713ff7df10dca8df63637c,Dublin,Dublin 1981,/event/dublin-1981,1981
Emly Starr,Belgium,40.0,16,13,BRT,"Kick Dandy, Giuseppe Marchese",af994e99-ae77-3711-ba46-d1e743758ab4,final,b52ecfa6-ac58-30a7-a3f4-26cf11151a5c,Samson,"Kick Dandy, Els van den Abeele",,,,,,,,,,,,,,af994e99-ae77-3711-ba46-d1e743758ab4,https://apex.eurovision.tv/image/f78ab4da53713ff7df10dca8df63637c,Dublin,Dublin 1981,/event/dublin-1981,1981
Yiannis Dimitras,Greece,55.0,17,8,ERT,Giorgos Niachros,af994e99-ae77-3711-ba46-d1e743758ab4,final,2b56f246-668b-332f-9d57-6144d04c723b,Feggari Kalokerino,Yiannis Dimitras,,,,,,,,,,,,,,af994e99-ae77-3711-ba46-d1e743758ab4,https://apex.eurovision.tv/image/f78ab4da53713ff7df10dca8df63637c,Dublin,Dublin 1981,/event/dublin-1981,1981
Island,Cyprus,69.0,18,6,CyBC,Doros Georghiades,af994e99-ae77-3711-ba46-d1e743758ab4,final,62783bd9-be64-3a1d-b361-0f9e122326f0,Monika,Stavros Sideras,,,,,,,,,,,,,,af994e99-ae77-3711-ba46-d1e743758ab4,https://apex.eurovision.tv/image/f78ab4da53713ff7df10dca8df63637c,Dublin,Dublin 1981,/event/dublin-1981,1981
"Peter, Sue and  Marc",Switzerland,121.0,19,4,SSR SRG,Peter Reber,af994e99-ae77-3711-ba46-d1e743758ab4,final,4b47d28c-9688-30db-a2bc-633c0456da9c,Io Senza Tei,"Peter Reber, Nella Martinetti",,,,,,,,,,,,,,af994e99-ae77-3711-ba46-d1e743758ab4,https://apex.eurovision.tv/image/f78ab4da53713ff7df10dca8df63637c,Dublin,Dublin 1981,/event/dublin-1981,1981
Blue Danube,Austria,64.0,1,8,ORF,Klaus-Peter Sattler,05bbded3-2d31-3f5f-8935-45901a0bd9bb,final,a63405d2-aa61-3e04-897b-dd9ee5254851,Du Bist Musik,-,,,,,,,,,,,,,,05bbded3-2d31-3f5f-8935-45901a0bd9bb,https://apex.eurovision.tv/image/fc50053787e45b3d6e14b5bd8ad96317,The Hague,The Hague 1980,/event/the-hague-1980,1980
Anna Vishy and the Epikouri,Greece,30.0,3,13,ERT,Jick Nakassian,05bbded3-2d31-3f5f-8935-45901a0bd9bb,final,e8672a72-2c38-3ccd-864f-ea8062694fae,Autostop,Rony Sofou,,,,,,,,,,,,,,05bbded3-2d31-3f5f-8935-45901a0bd9bb,https://apex.eurovision.tv/image/fc50053787e45b3d6e14b5bd8ad96317,The Hague,The Hague 1980,/event/the-hague-1980,1980
Sophie and Magaly,Luxembourg,56.0,4,9,CLT,"Ralph Siegel, Bernd Meinunger",05bbded3-2d31-3f5f-8935-45901a0bd9bb,final,402d893f-35b5-3b11-950e-a643612de2c3,Papa Pingouin,"Pierre Delanoë, Jean-Paul Cara",,,,,,,,,,,,,,05bbded3-2d31-3f5f-8935-45901a0bd9bb,https://apex.eurovision.tv/image/fc50053787e45b3d6e14b5bd8ad96317,The Hague,The Hague 1980,/event/the-hague-1980,1980
Samira Bensaïd,Morocco,7.0,5,18,RTM,Abdel Ati Amenna,05bbded3-2d31-3f5f-8935-45901a0bd9bb,final,a9ceaea8-0a5f-3578-9ef8-65ef01700179,Bitakat Hob,Malou Rouanne,,,,,,,,,,,,,,05bbded3-2d31-3f5f-8935-45901a0bd9bb,https://apex.eurovision.tv/image/fc50053787e45b3d6e14b5bd8ad96317,The Hague,The Hague 1980,/event/the-hague-1980,1980
Bamses Venner,Denmark,25.0,7,14,DR,Bjarne Gren-Jensen,05bbded3-2d31-3f5f-8935-45901a0bd9bb,final,42c06ea1-dee5-3756-92db-b5b3e0a1ab67,Tænker Altid På Dig,Flemming Jørgensen,,,,,,,,,,,,,,05bbded3-2d31-3f5f-8935-45901a0bd9bb,https://apex.eurovision.tv/image/fc50053787e45b3d6e14b5bd8ad96317,The Hague,The Hague 1980,/event/the-hague-1980,1980
Tomas Ledin,Sweden,47.0,8,10,SVT,Tomas Ledin,05bbded3-2d31-3f5f-8935-45901a0bd9bb,final,ff3931cb-28fd-3c24-b992-f83936addf4c,Just Nu!,-,,,,,,,,,,,,,,05bbded3-2d31-3f5f-8935-45901a0bd9bb,https://apex.eurovision.tv/image/fc50053787e45b3d6e14b5bd8ad96317,The Hague,The Hague 1980,/event/the-hague-1980,1980
Paola,Switzerland,104.0,9,4,SSR SRG,Peter Reber,05bbded3-2d31-3f5f-8935-45901a0bd9bb,final,30222840-c962-3689-9521-05467043daa6,Cinéma,"Peter Reber, Véronique Müller",,,,,,,,,,,,,,05bbded3-2d31-3f5f-8935-45901a0bd9bb,https://apex.eurovision.tv/image/fc50053787e45b3d6e14b5bd8ad96317,The Hague,The Hague 1980,/event/the-hague-1980,1980
Sverre Kjellsberg and Mattis Hætta,Norway,15.0,11,16,NRK,Sverre Kjellsberg,05bbded3-2d31-3f5f-8935-45901a0bd9bb,final,8be332d3-3c12-3a73-9e77-3a7a4f8623e0,Sámiid Ædnan,Ragnar Olsen,,,,,,,,,,,,,,05bbded3-2d31-3f5f-8935-45901a0bd9bb,https://apex.eurovision.tv/image/fc50053787e45b3d6e14b5bd8ad96317,The Hague,The Hague 1980,/event/the-hague-1980,1980
Katja Ebstein,Germany,128.0,12,2,ARD,Ralph Siegel,05bbded3-2d31-3f5f-8935-45901a0bd9bb,final,2ede5f77-8aad-3771-9aff-c09fd2028f6a,Theater,Bernd Meinunger,,,,,,,,,,,,,,05bbded3-2d31-3f5f-8935-45901a0bd9bb,https://apex.eurovision.tv/image/fc50053787e45b3d6e14b5bd8ad96317,The Hague,The Hague 1980,/event/the-hague-1980,1980
Prima Donna,United Kingdom,106.0,13,3,BBC,"Stephanie de Sykes, Stuart Slater",05bbded3-2d31-3f5f-8935-45901a0bd9bb,final,d0f0bbc1-8c22-3926-8961-8a49f6fd1ef3,Love Enough For Two,-,,,,,,,,,,,,,,05bbded3-2d31-3f5f-8935-45901a0bd9bb,https://apex.eurovision.tv/image/fc50053787e45b3d6e14b5bd8ad96317,The Hague,The Hague 1980,/event/the-hague-1980,1980
